ID	Class	Min_RGB_9_2_19_R	Min_RGB_9_2_19_G	Min_RGB_9_2_19_B	1stQu_RGB_9_2_19_R	1stQu_RGB_9_2_19_G	1stQu_RGB_9_2_19_B	Median_RGB_9_2_19_R	Median_RGB_9_2_19_G	Median_RGB_9_2_19_B	Mean_RGB_9_2_19_R	Mean_RGB_9_2_19_G	Mean_RGB_9_2_19_B	3rdQu_RGB_9_2_19_R	3rdQu_RGB_9_2_19_G	3rdQu_RGB_9_2_19_B	Max_RGB_9_2_19_R	Max_RGB_9_2_19_G	Max_RGB_9_2_19_B	sd_RGB_9_2_19_R	sd_RGB_9_2_19_G	sd_RGB_9_2_19_B
EL19_5166	15758.25	31	30	17	70.5	78.0	50.0	109.0	120.0	86.0	108.93382352941201	124.43382352941201	88.35294117647058	148.25	168.25	125.25	212	241	193	47.504573223261204	54.802771247295894	45.2635949557969
EL19_6459	15053.58	38	42	27	78.5	92.0	52.5	113.0	119.0	86.0	120.72592592592599	132.340740740741	91.7481481481481	159.5	173.5	124.0	231	248	210	48.2517387560236	53.52362610741179	44.6518403154896
EL19_5715	15064.32	24	27	24	49.25	65.0	44.5	77.0	90.5	64.0	88.2222222222222	104.97619047619	76.3253968253968	116.0	138.5	100.75	210	238	194	46.83296085261129	52.1731677068915	37.7767821530801
EL19_6527	13713.625	31	31	21	75.75	83.75	47.75	99.5	118.0	65.0	105.457142857143	122.435714285714	70.4	130.25	156.0	86.0	235	252	190	42.543650276255896	51.0381731470785	33.2863745970172
EL19_5847	17317.575	43	42	24	108.0	112.0	74.25	134.0	137.0	97.0	137.309523809524	148.634920634921	106.253968253968	172.75	197.0	142.75	230	252	206	43.6809275150085	48.94676343532479	41.876759474999794
EL19_6786	16503.315	42	45	23	74.0	90.75	54.0	106.0	123.0	82.5	109.578571428571	127.121428571429	86.45714285714291	142.25	158.5	116.0	223	245	198	41.456064609518	46.143421685555296	37.9868154765754
EL19_5460	11399.625	0	0	0	94.75	98.5	62.0	124.5	139.5	86.0	128.477272727273	140.954545454545	90.469696969697	160.25	177.75	119.0	240	251	206	42.23714690606771	51.4566242349263	37.539076717781704
EL19_6652	10903.8	0	0	0	63.5	82.0	51.0	95.0	120.0	69.0	101.851851851852	122.933333333333	83.6666666666667	145.5	166.5	114.5	215	251	196	54.9205013672094	66.0922241232071	48.8262224629348
EL19_5486	13325.7	0	0	0	72.25	76.0	68.75	103.0	115.0	97.0	108.142857142857	121.33571428571399	102.021428571429	140.25	165.5	133.25	214	241	210	49.0000104872359	58.8704969060135	47.0061174431711
EL19_6756	11478.06	39	36	14	89.5	101.0	54.5	130.0	149.0	94.0	130.23021582733801	144.913669064748	95.28776978417271	162.5	188.5	124.5	242	251	230	50.5321416650574	56.8955924039036	46.278026307343104
EL19_5271	9731.97	41	42	29	74.0	71.75	57.75	106.5	110.0	86.5	113.957142857143	118.714285714286	93.37857142857142	144.75	157.25	126.5	226	248	205	45.66028317262071	51.5576489122286	42.887919490601
EL19_6309	15049.76	32	28	8	63.25	64.5	44.25	86.5	90.5	64.5	93.80158730158729	102.420634920635	73.7063492063492	120.0	135.0	98.25	222	238	197	41.4111134535202	47.2534194613855	39.3159646882164
EL19_5835	11858.11	40	44	30	73.0	79.0	58.0	92.0	101.0	77.0	99.92857142857142	108.978571428571	84.1571428571429	123.25	127.25	101.25	208	228	195	37.385343732565204	43.21961116566651	37.0127863243263
EL19_6261	15270.53	31	30	15	57.75	63.0	45.0	80.0	90.5	69.0	88.3428571428571	99.65	75.70714285714291	108.25	122.25	92.25	241	249	224	41.6571776793587	47.16097109098371	40.7675453561768
EL19_5826	11423.245	43	39	23	106.0	107.75	62.75	122.5	134.5	80.5	127.092857142857	132.085714285714	85.04285714285709	152.0	154.5	109.0	211	212	168	34.0382553358773	36.9038193251199	30.874513115567197
EL19_6304	12340.66	55	54	27	97.0	98.0	63.0	109.0	120.0	76.0	113.43650793650801	123.539682539683	80.15079365079359	128.0	147.0	94.5	192	222	168	25.6267035825511	30.0782049447505	23.0137584797677
EL19_5532	14778.885	31	28	14	79.75	93.0	56.0	106.5	120.5	80.0	109.271428571429	123.871428571429	83.24285714285709	135.0	155.0	105.5	216	232	183	39.913907865679704	46.0910645153736	38.0510583576557
EL19_6260	15198.68	17	23	11	71.0	81.0	50.75	99.5	118.0	79.0	102.08571428571399	119.871428571429	82.33571428571429	132.0	153.5	110.0	218	239	189	42.9529583263194	47.4045565695537	38.8273453134571
EL19_5598	11924.22	71	65	32	126.0	125.5	84.75	150.0	158.5	106.0	151.164285714286	152.828571428571	108.271428571429	177.0	180.0	131.25	236	240	196	35.2209083411858	37.716844100212796	34.0456407285978
EL19_6737	13166.01	29	32	21	58.0	65.75	49.0	78.0	89.5	64.0	88.98571428571431	104.021428571429	77.16428571428571	115.75	136.5	99.25	209	220	182	39.423723952431104	46.96186541972	36.7784756246136
EL19_5264	14425.905	46	57	45	83.75	107.0	82.75	100.0	124.5	98.5	103.3	127.435714285714	100.014285714286	122.25	149.0	116.0	174	205	169	29.014682465282103	32.9014684927972	26.196266886079396
EL19_6316	14769.175	43	48	30	81.75	98.75	63.0	110.0	123.0	86.5	107.314285714286	126.685714285714	86.07142857142858	127.75	157.5	108.25	199	218	173	31.541017194649502	39.4149819439816	29.692099294836503
EL19_5171	9780.43	51	57	38	81.25	87.0	68.0	99.5	105.5	83.0	101.067164179104	109.432835820896	85.0298507462687	119.0	128.75	99.0	169	190	150	25.4408344312703	28.9698956427494	22.697070228776997
EL19_6135	12240.2	46	38	26	98.5	101.25	72.25	135.0	140.5	104.5	130.970149253731	136.589552238806	100.335820895522	163.75	173.75	126.75	215	227	178	42.3685832497866	47.7854246325885	37.62496851942839
EL19_5818	15505.425	36	32	18	78.75	76.25	54.25	124.5	129.0	93.0	124.228571428571	126.328571428571	95.17142857142859	160.0	168.0	125.25	246	251	211	55.072266827179604	59.794064195808105	48.333366174044706
EL19_6328	16909.9	24	21	13	57.0	62.75	38.0	109.0	115.0	71.0	114.292857142857	122.635714285714	83.3714285714286	172.5	188.0	136.0	241	250	212	59.437954643557994	65.2980119910991	50.6023207101597
EL19_5574	12182.805	50	51	58	77.5	84.0	82.75	96.5	113.0	101.5	101.807142857143	115.578571428571	106.55	121.25	142.0	129.0	185	205	186	31.3886971428374	38.0053134977152	31.140508906632
EL19_6797	12106.36	34	26	16	82.75	92.0	51.5	109.5	122.5	77.0	112.992857142857	124.242857142857	80.42142857142859	137.5	155.25	99.0	228	239	184	41.3588431347768	45.762897136959495	35.8939420666105
EL19_5174	8418.2	0	0	0	85.0	99.0	67.0	103.0	124.0	83.0	106.789473684211	123.526315789474	86.0075187969925	125.0	152.0	103.0	215	242	189	40.9894762235934	46.9699418628179	35.1161484567052
EL19_6285	10332.225	27	30	15	61.5	79.5	44.25	99.5	123.0	77.5	103.714285714286	124.0	81.5714285714286	146.0	166.5	114.75	227	250	197	46.5529989827263	52.1098838993141	41.516922539403794
EL19_5269	13288.11	0	0	0	80.75	92.5	64.5	109.5	127.0	90.0	111.885714285714	125.228571428571	90.6142857142857	143.5	156.25	119.25	200	239	189	38.613391965152104	44.811089142919904	35.330420933963104
EL19_6300	15339.1	0	0	0	75.0	71.75	45.0	99.0	115.5	67.5	104.11111111111099	111.079365079365	72.031746031746	140.0	149.5	97.75	207	233	170	44.321231430946895	51.6558772144434	37.3943175379226
EL19_5343	8741.81	45	47	49	75.0	83.0	82.0	95.0	106.5	99.5	99.5571428571429	113.028571428571	103.985714285714	121.25	141.25	123.25	195	221	199	31.892641723359198	39.7927983899084	33.1430268096447
EL19_6324	11663.44	43	38	21	89.0	98.75	60.0	114.0	130.0	86.0	114.492857142857	128.771428571429	87.4	140.0	158.0	113.0	193	227	168	33.7840148715743	41.0443422011059	32.8249773296288
EL19_5557	15524.18	61	67	57	114.0	120.0	97.5	133.0	145.0	115.0	134.892086330935	146.503597122302	117.85611510791401	157.0	174.5	141.0	216	229	186	32.4891711385171	35.4350547185831	29.3266365423177
EL19_6195	15114.12	63	58	50	94.0	100.0	76.0	115.0	127.5	92.0	119.15	127.3	96.75714285714291	140.0	149.0	115.0	232	243	200	31.769838870704103	36.588849187861705	28.0710484585485
EL19_5783	13124.4	65	58	35	117.5	111.0	79.75	147.0	141.5	100.5	146.328571428571	142.478571428571	104.957142857143	179.25	177.0	133.0	228	243	190	40.4824223080847	44.1419339050721	37.0426298125914
EL19_6697	14013.6	0	0	0	109.0	109.0	81.5	142.0	144.0	110.0	135.068702290076	138.587786259542	106.541984732824	164.0	172.5	134.0	212	225	181	43.2744712165524	47.396343615711295	38.1453212257434
EL19_5296	12393.27	41	42	29	80.0	94.25	64.25	97.5	117.5	88.5	111.920634920635	124.880952380952	95.4603174603175	133.0	155.5	120.75	240	240	226	45.1074456247929	42.6420650799854	41.718034621712604
EL19_6187	14348.23	19	17	14	47.0	56.0	45.5	67.0	80.0	65.0	73.36428571428571	87.72857142857141	70.8071428571429	96.25	120.0	96.0	153	175	152	32.7660577831938	39.501177991203	32.320093406752
EL19_5590	11418.075	73	64	33	118.25	120.0	69.75	147.5	157.0	97.0	149.0	158.628571428571	101.528571428571	180.25	195.25	131.5	246	253	199	39.3541383013127	45.2162418862802	36.7328372995335
EL19_6798	11536.0	33	30	18	93.75	102.0	59.5	128.5	152.0	89.0	130.65714285714301	142.985714285714	93.0571428571429	166.25	183.0	124.0	247	253	195	49.562949063141495	56.405391052397604	44.079028346589496
EL19_5223	14174.08	60	59	33	94.0	92.75	67.75	117.5	118.0	89.5	120.935714285714	122.828571428571	94.0571428571429	145.25	147.0	119.0	241	241	222	33.6664149010833	38.0264850635689	33.42031679251139
EL19_6664	11054.8	43	49	30	110.0	109.0	91.0	145.0	144.0	124.0	144.043795620438	141.043795620438	122.56934306569299	179.0	180.0	153.0	224	217	198	42.7757264546451	43.419951468044395	39.049138655190895
EL19_5099	12293.775	18	20	9	48.0	59.75	39.0	84.5	100.0	69.5	90.02857142857141	105.35	75.2642857142857	122.25	147.0	107.75	208	234	186	48.6450871264676	55.4894409555003	42.4714225909163
EL19_6179	9842.385	44	38	24	79.25	78.0	59.25	118.5	119.5	93.0	121.4	124.457142857143	96.7142857142857	164.25	173.25	130.25	230	238	201	47.971934240972004	54.4882498624517	42.912205121701604
EL19_5370	12817.28	0	0	0	71.75	74.0	51.75	102.5	118.0	83.0	104.4	114.107142857143	85.6214285714286	136.25	153.25	118.0	213	226	204	48.5464696165459	50.5080229297011	43.928239038172904
EL19_6419	11473.415	32	30	17	58.0	63.75	48.75	89.5	97.0	74.5	91.7	102.935714285714	78.5714285714286	120.5	135.0	107.0	210	211	176	39.129502751907204	45.1008798450261	37.2189985633629
EL19_5398	14760.42	51	41	22	116.75	114.0	70.75	155.0	154.0	97.5	148.428571428571	150.192857142857	97.6142857142857	176.0	184.5	120.0	232	241	184	40.329246195086796	46.7408124205692	35.6857962422441
EL19_6436	14809.72	0	0	0	118.0	118.5	70.0	148.5	157.0	94.0	149.55	155.678571428571	100.271428571429	185.5	199.5	130.25	245	252	201	47.9642140281495	52.4720230844742	40.39692324938179
EL19_5584	4139.905	54	52	43	90.75	89.5	70.75	137.5	141.5	106.0	134.928571428571	136.585714285714	107.535714285714	172.75	171.5	138.25	238	250	204	47.710554592534706	51.096746396339995	41.0471584754729
EL19_6720	8962.91	68	61	43	118.0	119.0	83.0	149.0	150.5	108.5	148.421428571429	148.814285714286	112.442857142857	176.25	175.5	138.75	251	252	237	39.4310376703106	41.40145371831429	38.1544139141269
EL19_5736	10794.75	0	0	0	60.0	65.5	51.5	88.0	104.0	80.0	93.10071942446041	102.755395683453	81.82014388489209	124.0	137.0	108.5	184	214	168	41.0918545057905	44.4231695856785	35.5285661344973
EL19_6621	10292.28	37	38	24	73.75	78.0	52.0	98.0	103.0	75.0	108.557142857143	115.842857142857	84.61428571428571	132.0	145.25	107.25	232	247	207	45.6770445043865	49.0165544533991	40.775148609054
EL19_5506	8503.215	68	63	40	132.75	140.25	96.0	166.0	172.5	124.0	165.23809523809499	168.03968253968299	126.833333333333	199.75	198.75	163.75	230	238	205	38.3930053153287	39.760362331075605	38.976864932931704
EL19_6183	15250.295	40	38	26	91.0	96.0	63.0	115.5	130.5	83.5	118.67857142857099	127.92857142857099	88.35	146.0	156.5	111.0	214	223	190	37.276001085649	42.284007701458705	34.0395294965328
EL19_5851	8385.11	58	47	32	97.25	93.0	66.0	115.0	114.0	80.5	121.19047619047599	121.174603174603	84.7222222222222	146.0	149.0	103.75	213	223	169	34.4983974783095	38.0549243835968	29.9093667974135
EL19_6186	8919.82	37	30	24	64.75	63.0	49.0	79.0	80.0	62.0	86.42142857142859	89.5857142857143	68.5642857142857	104.0	109.5	81.25	198	219	190	30.9555420026579	35.588169102409104	27.9372912161025
EL19_5308	8160.44	45	54	22	90.25	99.25	57.25	119.0	125.5	79.0	128.920634920635	132.626984126984	89.2460317460317	154.5	161.5	111.0	244	244	209	47.2758040734756	45.75670165158049	42.7325986119143
EL19_6830	7522.19	26	28	20	47.0	54.25	39.25	61.0	75.5	54.0	76.5076923076923	84.87692307692309	65.96923076923079	93.5	106.75	80.75	191	213	182	40.7969534798608	41.367143345881296	36.1126442804051
EL19_5121	9607.75	45	48	21	79.0	81.0	51.25	100.5	103.0	69.0	110.333333333333	112.07142857142901	79.9761904761905	128.75	132.0	95.0	225	217	190	41.4645873004905	40.6934252323745	37.574345351202396
EL19_6448	9813.15	43	34	20	95.5	94.0	65.5	121.0	120.0	88.0	124.12230215827299	121.906474820144	91.9712230215827	145.5	146.0	110.0	231	243	196	38.7074610700282	40.580728646527	35.961320292628706
EL19_5815	9041.0	0	0	0	83.0	91.5	72.0	110.5	126.5	93.0	110.792857142857	126.242857142857	95.97857142857141	136.25	159.25	119.25	202	226	180	37.19141550763371	45.0922111075668	34.2467701269996
EL19_6771	10347.75	45	36	26	74.75	82.75	56.0	96.0	118.0	76.5	102.2	118.135714285714	79.9857142857143	125.25	148.0	96.75	204	225	166	35.7372908435227	42.778366534628404	31.6929935098536
EL19_5108	14914.4	42	50	24	68.0	84.25	54.0	89.5	113.5	73.0	95.8730158730159	118.674603174603	78.7777777777778	121.0	149.75	103.0	192	228	171	33.734251822617104	40.33972322464879	31.211764163888898
EL19_6763	12554.46	38	39	22	77.25	89.5	53.5	102.5	117.0	76.5	108.171428571429	124.08571428571399	81.45714285714291	134.0	149.25	101.0	212	242	184	41.681205822382495	47.2457962370839	36.8417520866473
EL19_5195	14235.45	39	33	15	78.75	75.0	51.75	114.0	109.0	81.0	116.214285714286	111.871428571429	84.4857142857143	152.5	147.0	113.25	225	211	177	45.721362183532804	45.7676086107249	39.539705153918206
EL19_6125	13464.63	34	29	30	65.5	61.0	61.5	83.0	75.0	77.0	92.3587786259542	88.206106870229	82.90076335877859	112.0	109.5	101.0	221	208	197	36.7078001985933	38.011681920421	30.3185282172297
EL19_5856	11832.8	0	0	0	96.0	95.0	64.0	134.0	132.5	94.5	135.888888888889	139.325396825397	98.4206349206349	172.75	179.0	129.0	250	254	208	51.503044138726	56.355135257057704	44.564802824579495
EL19_6829	8267.7	59	56	48	96.0	97.0	80.25	128.0	136.5	102.5	131.4	134.815384615385	108.761538461538	163.0	163.0	137.0	243	247	205	42.521239562758396	46.1058412642925	36.89347830986979
EL19_5279	13997.12	0	0	0	110.0	104.75	64.0	130.0	132.0	85.5	133.807142857143	134.942857142857	89.8428571428571	160.0	168.25	112.5	237	246	194	41.086484750926	45.608400625382004	36.648489997763
EL19_6264	15534.05	31	24	16	66.75	69.75	51.5	87.0	100.0	66.5	92.5571428571429	103.32142857142901	72.21428571428571	113.5	134.0	89.25	191	218	175	36.112787234578704	41.7976054969974	31.870417873905396
EL19_5129	7471.875	59	53	27	105.0	106.0	77.5	137.5	144.5	105.5	143.865079365079	145.865079365079	108.84126984126999	183.75	182.0	141.75	254	255	211	48.712109898809004	50.017013613306105	40.6376008540687
EL19_6170	13828.405	49	40	32	103.75	100.5	75.0	149.5	147.5	108.5	143.55	139.7	107.035714285714	176.5	175.0	137.5	241	254	201	44.5473355871445	46.878489798151506	38.2786847752012
EL19_5220	10498.125	55	63	42	97.75	100.0	70.5	125.0	126.0	94.0	127.657142857143	128.557142857143	97.04285714285709	148.75	155.25	116.25	255	252	221	35.814022298770794	38.39013501667	33.2325296622034
EL19_6107	10359.25	0	0	0	71.5	72.0	62.0	108.0	114.0	94.0	106.64566929133899	110.188976377953	93.4409448818898	135.5	143.0	119.5	212	226	194	43.1037006401294	47.0684628490843	39.4553502001639
EL19_5733	12044.0	31	25	33	59.5	55.25	60.75	78.0	74.5	78.0	96.3357142857143	94.77857142857141	94.02142857142859	131.0	137.25	126.5	211	220	202	48.9339020809441	52.6003074446171	44.590296046804
EL19_6658	11928.8	32	33	25	51.75	53.0	45.0	75.0	75.0	63.5	87.5367647058823	91.1838235294118	75.3529411764706	112.25	119.75	97.5	206	232	193	43.738263287209605	48.7368143164567	38.5551129167863
EL19_5456	7408.065	0	0	0	99.5	95.0	73.0	127.0	127.0	97.0	128.06106870229	128.900763358779	99.5801526717557	158.0	164.5	126.0	246	254	227	43.883193861254796	48.18870837444611	38.9358356191456
EL19_6356	9146.8	52	52	34	94.0	95.0	73.75	125.5	128.5	105.5	129.4	135.235714285714	105.964285714286	161.5	170.0	135.5	226	242	200	43.2956707756523	48.63453649181721	40.185435407751704
EL19_5127	8526.6	56	52	35	95.25	99.25	69.0	119.5	136.5	93.5	122.912698412698	131.285714285714	95.15873015873021	151.5	160.5	118.0	195	211	166	34.7440975916819	37.637185259869206	31.4239176929708
EL19_6590	14890.08	34	34	27	86.75	100.0	73.75	111.0	128.0	94.0	113.82142857142901	129.714285714286	98.87857142857142	139.0	164.5	124.5	229	250	210	37.4360400078545	45.0550878983638	35.4249572345092
EL19_5831	14064.545	48	41	29	105.75	111.75	67.0	129.5	137.0	87.0	133.742857142857	137.428571428571	91.27857142857141	161.25	164.25	114.25	211	220	165	36.937117754868204	38.602967578389205	31.6070905115667
EL19_6632	15867.815	0	0	0	106.75	113.0	74.75	136.0	144.0	100.0	134.40625	142.28125	99.2265625	165.5	176.25	126.5	222	242	195	42.4110811362975	45.544810071065704	37.0743485495567
EL19_5712	10944.585	0	0	0	95.75	108.0	77.5	135.5	145.5	107.0	134.921875	144.921875	108.5234375	164.0	183.0	134.0	224	241	203	47.0701619674056	51.5366407955368	42.969860311352704
EL19_6536	12224.23	41	37	19	96.0	99.75	56.5	133.5	142.0	87.5	131.8	140.035714285714	91.5571428571429	159.25	170.25	111.75	239	251	187	46.7363953197293	53.768811092014296	40.859695260904495
EL19_5258	13833.93	34	26	18	75.0	74.75	53.75	100.5	103.5	80.0	112.41428571428601	115.85	87.3571428571429	144.5	157.5	113.25	231	239	190	49.075772527046496	51.97480366319179	40.7038914987856
EL19_6594	13109.91	35	33	19	91.0	92.0	70.0	123.0	129.0	92.0	127.278571428571	130.057142857143	100.557142857143	159.75	171.25	132.25	226	234	194	48.4318207806763	51.73059312591829	41.8263404371926
EL19_5791	14045.015	0	0	0	70.0	78.75	64.75	96.5	105.5	88.5	103.064285714286	111.578571428571	92.77857142857141	138.25	151.25	126.0	231	243	213	44.176104533065605	47.0461380546605	39.872831639858106
EL19_6191	15500.265	27	26	19	62.0	60.75	51.75	97.5	104.0	87.0	103.17857142857099	108.857142857143	90.45714285714291	145.25	153.5	129.0	228	250	209	50.0641700245461	53.1357121477361	45.26156935903521
EL19_5807	10746.82	32	39	37	62.0	63.5	62.0	81.0	84.0	77.5	91.24285714285709	98.0571428571429	90.1928571428571	115.5	129.25	110.25	200	228	199	36.73585891070879	43.04385774555679	35.2946276362203
EL19_6718	8620.43	34	26	15	89.5	89.75	64.0	121.5	120.0	92.0	123.735714285714	125.757142857143	96.6428571428571	153.5	158.0	120.0	234	243	227	44.6552921633166	49.5811044636519	41.433672649043295
EL19_5681	11606.76	23	37	19	56.0	69.25	46.0	80.5	97.5	69.0	87.65873015873021	102.23015873015899	73.44444444444441	118.75	133.75	98.5	186	205	164	36.4545004515849	40.338996060569	34.058433447369396
EL19_6592	10946.24	20	20	14	46.0	57.5	47.0	69.5	86.5	69.5	77.8	94.0857142857143	75.97142857142859	103.5	124.5	101.0	185	202	170	40.1588930455943	45.60314985244489	38.3341879941068
EL19_5517	10262.395	42	43	20	90.5	95.25	56.25	120.0	126.5	82.5	122.119047619048	131.03968253968299	86.03174603174601	151.25	163.75	107.75	206	225	178	38.4719341115795	44.179886970186004	36.0475100960799
EL19_6126	12265.77	10	25	22	41.0	51.0	48.5	65.0	86.0	76.0	76.9083969465649	92.32061068702292	83.9618320610687	103.0	125.0	110.0	196	218	202	43.1702266314465	47.141891737045	42.5400091461696
EL19_5484	15084.1	0	0	0	64.75	70.0	67.75	104.0	119.0	111.5	110.371428571429	126.0	115.857142857143	153.5	174.0	157.0	228	242	229	50.2262998058697	56.5333033573062	49.713071892188104
EL19_6613	11553.88	50	45	33	78.75	78.0	55.0	101.5	106.0	75.0	112.45	120.514285714286	85.21428571428571	146.5	165.25	108.75	229	248	194	42.3376841171418	51.102870678392	37.78979834820971
EL19_5140	14342.095	25	28	13	79.0	86.0	59.0	113.0	121.0	88.0	116.514285714286	124.607142857143	92.07857142857141	154.0	160.25	121.25	224	243	200	47.9637881563401	52.883705236564	43.14323939921721
EL19_6365	16999.16	21	19	10	71.0	78.5	55.5	113.0	117.0	90.0	112.36690647482	121.438848920863	93.74820143884891	155.5	167.0	131.0	225	231	192	51.8801774276647	56.9021681546002	46.877127936269
EL19_5634	11255.76	53	49	47	89.0	88.0	73.5	124.5	129.0	106.0	122.978571428571	127.514285714286	104.66428571428601	149.25	164.0	131.25	212	222	188	36.9086891676472	42.553983609867394	34.7977942562116
EL19_6182	14825.25	32	31	18	82.75	88.75	63.0	113.0	122.5	94.0	115.521428571429	126.385714285714	94.01428571428569	144.0	164.75	118.75	234	250	213	43.4029916180641	50.310058166568794	40.41831369837121
EL19_5307	13878.645	68	60	30	102.0	113.0	60.25	127.5	137.5	83.5	132.801587301587	143.89682539682502	88.88888888888891	160.75	171.0	111.0	220	246	173	37.336313656550494	44.069187306339906	34.3090010865306
EL19_6237	15829.55	0	0	0	83.25	84.5	57.0	111.0	124.0	77.0	110.63768115942	119.81884057971001	81.43478260869571	144.0	159.0	109.0	204	229	168	50.31026973987579	57.5942560380195	42.2394903823734
EL19_5316	15532.4	51	52	30	89.25	99.25	57.25	125.5	138.0	92.0	124.944444444444	138.76190476190501	92.4761904761905	157.75	178.75	121.75	214	235	182	42.1572874944403	47.8366267324825	38.983425049261996
EL19_6808	17733.86	29	25	15	91.75	96.0	66.5	123.0	135.0	97.0	121.628571428571	133.77857142857098	98.27142857142859	151.0	167.0	128.25	240	241	211	45.08478708745871	48.4041837565592	41.3745556357964
EL19_5654	11284.42	0	0	0	95.5	98.75	96.25	126.5	129.0	118.5	123.261194029851	128.455223880597	119.425373134328	150.0	159.75	145.0	217	226	208	42.8504882986852	45.981463357595395	39.4624360961368
EL19_6833	5037.3	80	74	62	144.0	147.0	117.0	173.0	177.0	148.0	166.899224806202	169.186046511628	144.031007751938	197.0	198.0	175.0	230	235	218	37.0858052699329	35.2415254533493	35.881301272497794
EL19_5285	8067.94	0	0	0	101.0	98.5	67.0	117.0	125.0	86.0	124.309352517986	127.071942446043	90.0215827338129	144.5	152.0	106.0	240	240	217	35.9969501366844	38.7061842581099	32.662851217410804
EL19_6498	9220.47	42	38	35	81.5	87.25	68.25	119.5	124.5	96.0	119.38888888888901	124.30952380952401	100.142857142857	151.75	156.0	129.0	217	230	194	41.2391992593886	42.5436179534772	38.3238232509679
EL19_5756	12847.145	66	60	33	105.0	109.75	69.5	131.0	137.0	91.0	132.942857142857	140.628571428571	94.1571428571429	154.0	171.25	113.5	238	247	186	36.922779895766794	42.3879552012826	33.673906262877004
EL19_6849	15663.97	41	45	26	70.25	81.25	51.0	102.5	111.5	70.5	105.380952380952	116.761904761905	77.87301587301592	133.75	148.75	99.75	216	234	182	40.8562077815075	46.32069577567739	35.0562939574586
EL19_5767	12601.345	39	35	24	94.0	97.0	70.75	127.0	132.5	100.5	127.607142857143	134.242857142857	102.142857142857	154.5	171.25	128.25	253	253	220	43.283023144154704	48.913206265523904	41.4792262175338
EL19_6627	13561.58	0	0	0	83.0	93.5	56.0	121.0	137.0	89.0	117.897637795276	131.984251968504	91.3858267716535	161.0	183.5	129.0	219	245	198	52.1354820294125	59.9111755549868	48.0877252667958
EL19_5675	12514.92	0	0	0	105.0	108.0	74.5	124.0	130.0	90.0	132.228346456693	134.48031496063	97.05511811023621	157.5	156.5	120.5	224	222	183	38.2376007450279	39.2812104995851	34.2850578510671
EL19_6142	14935.68	0	0	0	86.25	95.0	61.75	123.0	132.5	93.0	120.96323529411801	126.82352941176501	92.7058823529412	156.25	162.25	121.25	220	217	180	47.295823649034006	49.71561828565601	42.0098961263774
EL19_5570	14796.21	53	43	37	97.0	90.0	78.0	126.0	121.0	97.5	127.135714285714	123.07142857142901	101.3	148.75	152.5	122.0	244	238	205	36.451250723977104	39.4488363401506	30.9266246963343
EL19_6449	15055.84	45	35	26	99.5	105.5	69.5	130.0	134.0	98.0	129.661870503597	133.892086330935	98.90647482014391	153.5	164.5	120.5	225	220	191	38.9800309257011	41.52242115603521	35.0212962303934
EL19_5124	13714.8	47	45	25	90.25	96.25	60.25	117.0	131.5	84.0	123.92857142857099	135.269841269841	91.1904761904762	166.0	172.25	124.75	222	239	179	43.1052996410286	47.3224534779697	38.472788156974396
EL19_6677	15621.64	38	36	30	83.0	86.0	62.5	104.0	114.0	81.0	109.960317460317	118.29365079365101	87.65873015873021	136.75	151.75	115.0	215	223	173	40.589732848325205	45.909487901359604	35.5280537487575
EL19_5750	18221.79	30	28	15	54.5	55.25	34.75	87.5	91.0	58.0	94.17142857142859	100.628571428571	65.0214285714286	130.0	144.25	94.5	207	232	166	43.53695905434711	51.8881396266596	36.4297822381046
EL19_6768	5239.2	0	0	0	144.5	129.0	114.0	178.0	168.0	145.0	163.374100719424	154.892086330935	132.647482014388	193.0	184.0	157.5	232	222	199	41.7843451340288	43.207066425458	37.1038228643631
EL19_5409	16215.64	34	31	29	85.75	103.75	83.75	120.0	143.5	115.5	118.314285714286	139.057142857143	115.33571428571399	154.0	183.5	151.0	240	244	215	42.777672807821496	49.1536676366852	40.475876235605796
EL19_6764	15442.8	30	31	14	85.5	98.75	58.5	124.5	140.5	91.0	124.271428571429	140.09285714285699	91.42142857142859	163.0	189.25	122.25	220	242	182	47.052678706786395	55.1617499146692	41.3096863337748
EL19_5504	17466.24	48	39	24	97.25	113.0	69.0	135.5	153.5	103.5	135.722222222222	148.833333333333	106.634920634921	170.25	188.25	138.0	236	253	219	48.1271048601744	55.3994584811079	45.6283426259781
EL19_6276	15313.44	55	48	29	104.0	105.5	71.75	150.5	159.5	109.0	144.412698412698	153.02380952381	107.857142857143	182.0	200.5	140.75	246	255	211	49.1321922720767	57.077275938603	44.599859064479396
EL19_5229	13006.17	60	48	28	94.75	92.0	58.0	113.0	113.0	76.0	121.91428571428601	119.242857142857	82.99285714285709	145.25	143.5	98.5	220	218	175	37.083899765104	38.7268373899038	33.8654758154918
EL19_6646	15665.6	0	0	0	77.0	73.0	52.0	108.0	108.0	80.0	115.203007518797	113.624060150376	86.6616541353384	145.0	152.0	112.0	240	254	223	50.06749374874129	52.734842932807396	45.6171298264889
EL19_5232	11014.785	74	64	35	106.0	106.0	63.0	125.5	134.0	80.5	134.95	137.914285714286	89.48571428571431	158.0	166.25	108.25	250	250	226	36.7398642607629	39.7540072120306	35.2241508292876
