ID	Class	Min_RGB_10_7_19_R	Min_RGB_10_7_19_G	Min_RGB_10_7_19_B	1stQu_RGB_10_7_19_R	1stQu_RGB_10_7_19_G	1stQu_RGB_10_7_19_B	Median_RGB_10_7_19_R	Median_RGB_10_7_19_G	Median_RGB_10_7_19_B	Mean_RGB_10_7_19_R	Mean_RGB_10_7_19_G	Mean_RGB_10_7_19_B	3rdQu_RGB_10_7_19_R	3rdQu_RGB_10_7_19_G	3rdQu_RGB_10_7_19_B	Max_RGB_10_7_19_R	Max_RGB_10_7_19_G	Max_RGB_10_7_19_B	sd_RGB_10_7_19_R	sd_RGB_10_7_19_G	sd_RGB_10_7_19_B
EL19_6646	15665.6	0	0	0	45.0	40.0	40.0	85.0	74.0	74.0	92.72180451127821	86.27819548872179	80.6691729323308	133.0	128.0	111.0	252	244	235	54.63963948251929	53.534236197072204	47.7827662930246
EL19_5232	11014.785	67	61	59	91.0	85.0	80.75	107.5	102.5	95.5	116.492857142857	111.3	102.885714285714	133.0	129.5	116.25	211	215	190	34.3080619400188	35.2190881861225	30.139026950604897
EL19_6586	11836.885	0	0	0	64.0	58.0	53.75	92.5	84.0	77.5	96.1571428571429	89.8928571428571	82.35	125.25	119.0	102.75	226	231	211	47.747427732678496	48.2803110783389	41.430695359668
EL19_5419	15093.705	17	16	11	68.25	68.5	49.5	105.0	110.0	83.0	108.378571428571	115.492857142857	87.52857142857141	148.25	165.5	120.0	226	237	194	52.6427443273867	58.5312431393071	45.9992872727304
EL19_6665	15880.0	0	0	0	72.0	69.0	56.25	101.5	98.5	82.0	112.674603174603	112.412698412698	92.19841269841271	153.0	152.75	126.0	240	248	206	57.765571665493496	61.6031518468034	49.6728529225
EL19_5163	14007.6	0	0	0	72.0	66.0	58.0	98.0	93.0	80.0	109.01459854014601	103.766423357664	88.51824817518249	146.0	139.0	120.0	231	237	200	50.120441028037604	52.2100202763859	42.5605282111774
EL19_6269	12869.92	20	16	15	44.75	40.0	38.0	84.0	75.5	68.0	98.6928571428571	90.85	81.79285714285709	142.5	124.75	116.0	239	234	216	61.5160850964279	60.20408038467179	53.177116356645605
EL19_5448	12482.47	0	0	0	72.0	60.0	59.0	108.0	97.0	93.0	109.3	98.54285714285709	92.00714285714291	148.25	133.75	123.0	223	216	197	50.345525545434896	48.6965898424274	44.6547904297486
EL19_6564	13271.83	13	12	15	55.5	49.75	52.5	92.5	85.0	85.0	102.564285714286	95.97857142857141	94.02857142857141	144.0	133.25	127.25	240	236	227	58.3282957253162	57.06634632457721	52.577033974365904
EL19_5302	9198.6	36	27	25	78.25	70.25	66.0	102.5	92.5	89.0	109.89682539682501	100.79365079365101	95.15079365079359	148.5	136.75	130.25	202	192	179	42.933405057615296	42.3894925584759	39.8860511879163
EL19_6258	11321.805	25	13	15	74.75	65.75	63.0	106.5	97.0	94.5	106.921428571429	98.62857142857142	97.45	141.25	133.25	132.25	225	227	224	44.3134790960852	44.4328517483547	42.7391830734301
EL19_5652	10893.15	0	0	0	43.0	37.5	41.0	86.0	79.5	74.0	90.9776119402985	84.1119402985075	81.05223880597009	136.5	127.25	121.5	225	220	204	54.6089951578403	53.0982435244318	48.447990432059704
EL19_6363	11271.445	17	15	17	51.0	50.0	47.75	88.0	82.0	74.5	93.1142857142857	89.51428571428569	81.70714285714291	124.5	122.25	105.25	223	229	208	50.067879925213006	50.689985348134	44.597560411481105
EL19_5429	13860.41	14	11	13	52.75	45.75	44.0	95.5	81.5	73.5	102.257142857143	93.62857142857142	87.1857142857143	140.0	127.25	117.5	245	240	220	57.978955674714605	56.701457590687504	50.361939739313705
EL19_6266	13480.04	11	5	7	40.75	35.75	35.0	79.0	69.0	64.0	92.72142857142859	84.83571428571429	77.7714285714286	133.5	124.25	115.75	238	244	244	61.263326884573296	60.069337719159996	53.180071841903
