ZONE_CODE,id,BLUE_7_2_19,GREEN_7_2_19,NIR_7_2_19,RED_7_2_19,REDEDGE_7_2_19,BLUE_7_15_19,GREEN_7_15_19,NIR_7_15_19,RED_7_15_19,REDEDGE_7_15_19,BLUE_7_28_19,GREEN_7_28_19,NIR_7_28_19,RED_7_28_19,REDEDGE_7_28_19,BLUE_8_12_19,GREEN_8_12_19,NIR_8_12_19,RED_8_12_19,REDEDGE_8_12_19,BLUE_9_2_19,GREEN_9_2_19,NIR_9_2_19,RED_9_2_19,REDEDGE_9_2_19,BLUE_9_11_19,GREEN_9_11_19,NIR_9_11_19,RED_9_11_19,REDEDGE_9_11_19,COUNT_7_2_19,AREA_7_2_19,COUNT_7_15_19,AREA_7_15_19,COUNT_7_28_19,AREA_7_28_19,COUNT_8_12_19,AREA_8_12_19,COUNT_9_2_19,AREA_9_2_19,COUNT_9_11_19,AREA_9_11_19
1,EL19_fill-1-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039811504,0.100970028,0.415517588,0.062471716,0.232699669,0.036108197,0.089577799,0.376790642,0.066188341,0.209207458,0.054274868,0.125164295,0.549218476,0.106482883,0.312710762,0.047363376,0.099438271,0.383104885,0.089784717,0.222192839,NA,NA,NA,NA,182,3.727445922,797,15.86089369,1695,31.92501583,1491,30.26387204
2,EL19_fill-1-2,0.076647581,0.137853479,0.342161164,0.151014746,0.239997396,0.052558053,0.110590858,0.387516399,0.099078571,0.215560948,0.03661848,0.086002879,0.37424865,0.060849262,0.18103721,0.034401077,0.080703592,0.355417116,0.061088562,0.172909445,0.038766565,0.10177125,0.475190919,0.071479282,0.23809739,0.03962988,0.093710688,0.38011296,0.073497964,0.210154041,44,0.89724096,3,0.05981232,322,6.594712016,1223,24.33861101,1834,34.54305548,1673,33.95805361
3,EL19_fill-1-3,0.071476334,0.119750851,0.335270686,0.139666092,0.214942455,0.056185588,0.10947808,0.427868919,0.098887508,0.204172519,0.035891648,0.078447038,0.393775876,0.058696034,0.17186272,0.026985922,0.060079238,0.320581279,0.046002572,0.131914295,0.041191073,0.099112475,0.521301628,0.074749805,0.245050245,0.03589549,0.08115342,0.378342482,0.062342467,0.187976095,70,1.4274288,65,1.2959336,493,10.09687275,1299,25.85106763,1701,32.03802474,1596,32.39513064
4,EL19_fill-1-4,0.068426835,0.115552037,0.339572904,0.12940527,0.208752899,0.05337994,0.103085785,0.42157398,0.09288028,0.199128591,0.032501635,0.071129143,0.392796281,0.053757361,0.15874192,0.023986761,0.05126257,0.302191775,0.039937795,0.110745102,0.033038377,0.076315691,0.436145207,0.059897271,0.190073716,0.031454746,0.066603913,0.329642579,0.054874268,0.151673933,131,2.67133104,154,3.07036576,713,14.60257661,1393,27.72173765,1695,31.92501583,1549,31.44113869
5,EL19_fill-1-5,0.063336107,0.109313294,0.340780166,0.11752921,0.201305725,0.044823533,0.095132247,0.420984342,0.07557256,0.184086684,0.028136995,0.06752789,0.392197936,0.044777269,0.141537752,0.027264121,0.061636602,0.353617874,0.046802724,0.125100365,0.03489391,0.093824673,0.51504141,0.063044991,0.214906546,0.036610014,0.086786434,0.417097567,0.066877071,0.192719153,422,8.60535648,437,8.71266128,1218,24.94521502,1618,32.19940525,1802,33.94034132,1666,33.8159697
6,EL19_fill-1-6,0.068288755,0.114338632,0.34051774,0.128492236,0.208371468,0.04919317,0.093772347,0.402708059,0.085028803,0.178630606,0.027954786,0.058811664,0.353665564,0.045125282,0.122503174,0.026597068,0.05737577,0.341024315,0.044747165,0.118412582,0.029474686,0.072674184,0.458796968,0.051863349,0.172797897,0.032161822,0.071222541,0.377678973,0.058013236,0.160592138,232,4.73090688,263,5.24354672,1105,22.63092167,1584,31.52277992,1807,34.0345154,1681,34.12043521
7,EL19_fill-1-7,0.066461901,0.111319716,0.332472676,0.126148072,0.203636303,0.045991535,0.089513753,0.409665737,0.079250507,0.172043279,0.027272207,0.058639056,0.360897083,0.044838911,0.121327428,0.025915221,0.052915832,0.306005124,0.045032859,0.102358064,0.031790349,0.078380364,0.468743859,0.058785848,0.184234352,0.032162045,0.069519677,0.382785021,0.065349482,0.168176119,280,5.7097152,302,6.02110688,1124,23.02005064,1568,31.204368,1815,34.18519394,1664,33.7753743
8,EL19_fill-1-8,0.068888531,0.11513197,0.345125212,0.128792463,0.209493824,0.046651921,0.090961134,0.402529696,0.080490184,0.173576717,0.02811243,0.062642854,0.398590021,0.045416736,0.130647725,0.023983091,0.052437985,0.331391343,0.03988929,0.103938547,0.03483983,0.08757194,0.536562217,0.064507624,0.209129566,0.035017596,0.077766144,0.440530536,0.06951679,0.195828733,397,8.09556048,538,10.72634272,1380,28.2630515,1678,33.39344994,1768,33.29995752,1683,34.16103061
9,EL19_fill-1-9,0.071593313,0.118997413,0.34213277,0.137405285,0.214599906,0.049419717,0.094730704,0.398485989,0.086026276,0.180358684,0.033887796,0.070342188,0.392436255,0.056173043,0.143197575,0.029714629,0.060404794,0.328184203,0.052480054,0.118541095,0.039544911,0.088180086,0.497462957,0.074576248,0.204317586,0.037147597,0.077283361,0.404333786,0.071159671,0.179111614,137,2.79368208,187,3.72830128,782,16.01572918,1468,29.21429351,1820,34.27936803,1670,33.8971605
10,EL19_fill-1-10,0.073726366,0.120983607,0.342064155,0.138105117,0.214570129,0.05063274,0.094131832,0.39482096,0.087768511,0.17667184,0.033187182,0.066268652,0.371227496,0.05616113,0.133904819,0.028312818,0.057798982,0.330716577,0.04797941,0.112038315,0.033366096,0.073849127,0.43285849,0.061373898,0.16141215,0.034175032,0.073728773,0.383024545,0.05806083,0.154980084,134,2.73250656,136,2.71149184,668,13.68095536,1151,22.90575738,1711,32.22637291,1614,32.76048925
11,EL19_fill-1-11,0.070284573,0.118446933,0.348081942,0.131645666,0.212933989,0.045780232,0.087399764,0.388465292,0.079716945,0.165865264,0.027995187,0.060953845,0.394723486,0.044735598,0.125368157,0.024105927,0.052106893,0.336871992,0.039794901,0.103284446,0.03043345,0.076667387,0.488830213,0.052476613,0.171174215,0.033059822,0.076664634,0.433924856,0.056859406,0.172958604,303,6.17872752,397,7.91516368,1280,26.21500429,1655,32.93573281,1820,34.27936803,1687,34.24222142
12,EL19_fill-1-12,0.070274879,0.118292747,0.350739494,0.13295305,0.213110051,0.044998956,0.086192735,0.383901101,0.077452227,0.164659869,0.028552995,0.063288295,0.410361861,0.045861482,0.131172478,0.024888267,0.054459919,0.342738387,0.04185503,0.106520896,0.030471576,0.077602813,0.489293285,0.053702321,0.176590142,0.032876129,0.074716516,0.414655469,0.058186831,0.171160559,353,7.19831952,473,9.43040912,1257,25.74395343,1670,33.23424398,1800,33.90267168,1676,34.01894671
13,EL19_fill-1-13,0.06182721,0.107777767,0.340362053,0.116550901,0.19716801,0.042509287,0.082242132,0.381886006,0.071574936,0.157414373,0.026620409,0.062458016,0.423759601,0.040561126,0.13100355,0.025622635,0.059313389,0.378009933,0.042139256,0.11747107,0.031449889,0.087702177,0.53994983,0.057467363,0.210372135,0.033940635,0.075395255,0.426631723,0.071020742,0.200070768,543,11.07276912,747,14.89326768,1607,32.91211866,1723,34.28898346,1801,33.9215065,1681,34.12043521
14,EL19_fill-1-14,0.064138965,0.10886606,0.328310091,0.121861182,0.196977626,0.042837048,0.080438412,0.370465424,0.07272436,0.154310484,0.027639364,0.060567988,0.41058485,0.043596676,0.126147272,0.026048295,0.057350543,0.365173972,0.043514196,0.11114411,0.03126278,0.080586839,0.497275539,0.057586407,0.187144643,0.033984354,0.073731976,0.403403194,0.066979064,0.183003312,376,7.66733184,485,9.6696584,1409,28.85698519,1702,33.87106782,1823,34.33587248,1666,33.8159697
15,EL19_fill-1-15,0.066927291,0.112842824,0.333295463,0.127203353,0.204802905,0.042972403,0.081054997,0.364066051,0.072820752,0.153384876,0.026850062,0.060216047,0.425477505,0.042347832,0.127754299,0.024378396,0.054291791,0.367472889,0.040339068,0.107500263,0.031838337,0.083700306,0.524210932,0.0580141,0.19772467,0.032614821,0.071297599,0.398258498,0.064796832,0.175373256,440,8.9724096,671,13.37802224,1551,31.76521223,1693,33.69196112,1785,33.62014942,1666,33.8159697
16,EL19_fill-1-16,0.068443821,0.11500018,0.348130934,0.127425874,0.209455651,0.038977234,0.076724823,0.368740066,0.063648597,0.147148886,0.026703101,0.061696663,0.432565502,0.04081114,0.130747827,0.02677802,0.060655705,0.392441133,0.044855318,0.122626091,0.032685952,0.086937757,0.514451116,0.063284256,0.204844987,0.035836841,0.080021413,0.400817835,0.072031449,0.184656766,500,10.19592,906,18.06332064,1574,32.23626309,1749,34.80640283,1836,34.58072511,1672,33.9377559
17,EL19_fill-1-17,0.065186681,0.109771341,0.346764067,0.118870647,0.201264227,0.038237659,0.076977513,0.370338392,0.062995487,0.147726669,0.026084434,0.063582697,0.43597018,0.03979856,0.13557487,0.025418593,0.062345593,0.406151644,0.042561901,0.129016961,0.031884323,0.092514176,0.543720379,0.059479892,0.223920309,0.033477789,0.079101386,0.411388603,0.067961263,0.192807713,626,12.76529184,969,19.31937936,1629,33.36268905,1684,33.51285441,1791,33.73315832,1665,33.795672
18,EL19_fill-1-18,0.066914644,0.109770237,0.33258469,0.12312442,0.199115146,0.039773429,0.075784899,0.36496154,0.066566435,0.144269459,0.026710118,0.059201141,0.415225296,0.041265039,0.125295393,0.024908925,0.05723832,0.404767921,0.041264845,0.119610388,0.031620819,0.08375069,0.542641875,0.056852771,0.201694005,0.035239632,0.078306618,0.437349138,0.068671686,0.196915536,485,9.8900424,698,13.91633312,1544,31.62184892,1697,33.7715641,1815,34.18519394,1666,33.8159697
19,EL19_5098-1-19,0.072237937,0.115038462,0.312846084,0.138868819,0.201089685,0.044830829,0.086718709,0.334553721,0.079032104,0.157569459,0.029963556,0.069349109,0.391354809,0.048868429,0.142292704,0.029598685,0.067495574,0.406424177,0.051794597,0.144378342,0.038164335,0.086297627,0.496406558,0.070751858,0.202326142,0.036031389,0.078010176,0.384767004,0.065815799,0.172464114,135,2.7528984,220,4.3862368,1202,24.61752746,1614,32.11980227,1796,33.82733241,1677,34.03924441
20,EL19_5099-1-20,0.067314762,0.117965536,0.33839335,0.123294052,0.213633041,0.04152215,0.089272377,0.370371921,0.067450675,0.168725279,0.0273757,0.066662732,0.418358078,0.040626147,0.143116936,0.02529721,0.061631716,0.41332286,0.042466054,0.133631348,0.02978045,0.0734911,0.453850232,0.049416046,0.162900446,0.030297498,0.071108451,0.369023468,0.048302063,0.146067551,431,8.78888304,872,17.38544768,1446,29.61476266,1728,34.38848719,1798,33.86500204,1702,34.54668693
21,EL19_fill-1-21,0.068034927,0.113022455,0.348314043,0.12270007,0.206130062,0.040114384,0.07954964,0.369916685,0.065265363,0.148753421,0.025943195,0.060252141,0.410978905,0.038680667,0.126743485,0.024422712,0.060385242,0.426337702,0.039646337,0.128131078,0.028298469,0.080917535,0.509269009,0.047241374,0.185562113,0.031695701,0.079923145,0.425001467,0.054239132,0.180691513,502,10.23670368,862,17.18607328,1586,32.48202875,1698,33.79146484,1829,34.44888139,1687,34.24222142
22,EL19_fill-1-22,0.069701019,0.115199318,0.344248954,0.127982272,0.209094319,0.041183599,0.079875977,0.365233538,0.067867181,0.149139589,0.025856975,0.060102564,0.416326564,0.039397539,0.127487039,0.024798592,0.059571362,0.417960328,0.041077019,0.126333903,0.03241097,0.092435218,0.555517901,0.056700262,0.215113153,0.03428838,0.081417242,0.43052435,0.062390688,0.19344533,473,9.64534032,781,15.57114064,1608,32.93259914,1691,33.65215963,1785,33.62014942,1687,34.24222142
23,EL19_fill-1-23,0.069530072,0.1158556,0.341816222,0.12698905,0.20939247,0.041306556,0.079939285,0.361783514,0.067846808,0.150396412,0.025030354,0.058037013,0.406478008,0.037750064,0.122332554,0.024591135,0.057996169,0.40689395,0.039310429,0.122114647,0.032003636,0.087324602,0.528285956,0.054919373,0.198168454,0.036267718,0.083983327,0.420817984,0.063732391,0.184995514,487,9.93082608,745,14.8533928,1516,31.0483957,1748,34.78650209,1801,33.9215065,1686,34.22192372
24,EL19_fill-1-24,0.067969264,0.113629751,0.339455086,0.125321099,0.206739544,0.039945561,0.078943982,0.362373798,0.065001809,0.14908453,0.024913425,0.058215782,0.400818438,0.037740006,0.121777311,0.026580216,0.06225513,0.410376579,0.043914546,0.12943175,0.032444968,0.091390802,0.52684815,0.057454917,0.211009836,0.036094891,0.082988802,0.410800978,0.069957366,0.193862116,478,9.74729952,802,15.98982688,1609,32.95307961,1666,33.154641,1779,33.50714051,1670,33.8971605
25,EL19_fill-1-25,0.067717491,0.113327479,0.339120166,0.125039792,0.205742582,0.041519067,0.082918289,0.357374921,0.068367958,0.155519107,0.027255249,0.065470752,0.41203849,0.042133443,0.135403209,0.02572099,0.061611838,0.394023997,0.044313315,0.128855316,0.031698081,0.090276115,0.513547068,0.059382949,0.225534103,0.032564056,0.06911226,0.391491758,0.083023342,0.209958208,477,9.72690768,650,12.959336,1546,31.66280987,1712,34.07007527,1809,34.07218504,1574,31.94858122
26,EL19_fill-1-26,0.06797269,0.115448455,0.332946199,0.125442243,0.207281079,0.043137365,0.083286541,0.351488227,0.071802462,0.154535009,0.027587662,0.060238259,0.373305455,0.045147246,0.122148229,0.027674466,0.061122522,0.381275701,0.048855556,0.125153033,0.029985507,0.077862092,0.462446231,0.053665404,0.184522883,0.034544955,0.073984179,0.389567984,0.073439656,0.189836224,241,4.91443344,330,6.5793552,1265,25.90779721,1638,32.59742015,1815,34.18519394,1655,33.59269499
27,EL19_fill-1-27,0.070361217,0.117702355,0.333962919,0.131393084,0.210290596,0.043404978,0.083346573,0.349408751,0.072868141,0.15376907,0.028248877,0.064557053,0.409079272,0.045150548,0.132716573,0.028286273,0.061938867,0.374236732,0.049601905,0.124896912,0.034862145,0.091546217,0.505521915,0.06754932,0.222152172,0.037296413,0.075510371,0.402135095,0.097274937,0.219157979,387,7.89164208,531,10.58678064,1448,29.6557236,1726,34.3486857,1785,33.62014942,1414,28.70094907
28,EL19_fill-1-28,0.071544048,0.121233696,0.344309747,0.134090839,0.21570123,0.043318682,0.084873406,0.350941276,0.072396125,0.157521617,0.029658987,0.068085879,0.393812015,0.047890667,0.1374125,0.033064171,0.071887763,0.383256865,0.058852051,0.14005008,0.035422124,0.089175539,0.473929826,0.073542147,0.222265136,0.041687793,0.081195967,0.43111945,0.117479354,0.253468699,283,5.77089072,389,7.75566416,1253,25.66203154,1374,27.34362349,1822,34.31703767,776,15.7510159
29,EL19_fill-1-29,0.073440897,0.126290489,0.342929388,0.13914163,0.223519515,0.044112942,0.089324294,0.338698949,0.075404052,0.164398812,0.030607931,0.073727511,0.390200408,0.050394898,0.149137124,0.034407833,0.077636416,0.385221542,0.062737124,0.150868554,0.04392459,0.101000239,0.451241015,0.096077903,0.240550552,0.045521435,0.090321472,0.42087558,0.118900076,0.257345627,194,3.95601696,192,3.82798848,581,11.89915429,774,15.40317655,1420,26.74544099,361,7.327470025
30,EL19_fill-1-30,0.071285532,0.124044064,0.334772454,0.136306977,0.220280761,0.043734805,0.086957204,0.349623887,0.073998934,0.16157989,0.029114845,0.067834164,0.375924434,0.047281679,0.138464147,0.03366562,0.076286579,0.391456617,0.058837093,0.148099674,0.033904168,0.092976161,0.466880403,0.066614531,0.217446055,0.038460908,0.07869016,0.407517804,0.09914835,0.239681352,222,4.52698848,286,5.70210784,1098,22.48755837,1430,28.45806521,1816,34.20402876,1402,28.45737666
31,EL19_fill-1-31,0.07246757,0.123903172,0.336062648,0.139951663,0.220472408,0.043785605,0.084435865,0.343884563,0.075281385,0.156362571,0.0292434,0.065819987,0.38422077,0.048452595,0.134528134,0.035135532,0.076741563,0.400780602,0.061710818,0.149450336,0.039137562,0.101590206,0.519866649,0.076071156,0.234155446,0.04064816,0.086458524,0.432354588,0.092930033,0.234023074,221,4.50659664,245,4.8846728,1087,22.26227317,1480,29.45310245,1734,32.65957372,1546,31.38024559
32,EL19_fill-1-32,0.073119619,0.125787339,0.33575623,0.143462374,0.223761617,0.043497822,0.086206291,0.328758547,0.076080922,0.156781596,0.032050286,0.070495474,0.365581799,0.055468557,0.141312049,0.036539672,0.081465323,0.398668639,0.066260253,0.158907917,0.040671619,0.098460535,0.474112474,0.079704744,0.223241665,0.040278227,0.085203623,0.398673896,0.087853638,0.216537239,91,1.85565744,84,1.67474496,703,14.39777189,1075,21.39330077,1722,32.43355591,1484,30.12178814
33,EL19_fill-1-33,0.07285281,0.126569454,0.333631167,0.141380605,0.224590832,0.045943461,0.092403032,0.341812605,0.080556143,0.169731617,0.031535645,0.0687939,0.357934212,0.054112074,0.138795496,0.037083307,0.081421986,0.395809278,0.065878554,0.158173778,0.041123978,0.099051824,0.467758942,0.079100436,0.217401798,0.03896832,0.083819479,0.40007523,0.079578036,0.211308896,105,2.1411432,85,1.6946824,630,12.90269742,1008,20.05995086,1710,32.2075381,1604,32.55751224
34,EL19_fill-1-34,0.068920154,0.118807986,0.327776856,0.131893198,0.211319941,0.043231414,0.084515777,0.345906851,0.073767741,0.156562959,0.029886309,0.067210155,0.385315892,0.049644132,0.138994451,0.035181188,0.077279591,0.392080595,0.06062687,0.15056313,0.035493304,0.093329341,0.477691531,0.066980317,0.214935854,0.034653285,0.079269686,0.404749462,0.070510793,0.207137092,188,3.83366592,232,4.62548608,876,17.94089356,1364,27.14461604,1781,33.54481015,1680,34.10013751
35,EL19_fill-1-35,0.074035308,0.129816668,0.326374519,0.144242198,0.225917106,0.046714161,0.092586893,0.349066864,0.083448601,0.170348799,0.029817065,0.066978475,0.383749565,0.051874963,0.139601305,0.031064828,0.06834039,0.374130394,0.054883438,0.134954899,0.03828098,0.101148651,0.519640557,0.070440382,0.231002525,0.032727422,0.076650633,0.399810263,0.065578131,0.200503189,91,1.85565744,100,1.993744,896,18.350503,1500,29.85111735,1696,31.94385065,1658,33.65358809
36,EL19_fill-1-36,0.068408802,0.118853506,0.326106586,0.130555948,0.209910704,0.043123267,0.086018069,0.346245933,0.073545646,0.159590676,0.027816243,0.065598428,0.390306681,0.045518085,0.138315933,0.025959415,0.065501232,0.404541116,0.044216517,0.136507507,0.033888773,0.096691658,0.512879352,0.061702468,0.22232417,0.03282887,0.086491228,0.425004091,0.059906722,0.201356273,359,7.32067056,472,9.41047168,1350,27.64863734,1708,33.99047229,1786,33.63898423,1667,33.8362674
37,EL19_fill-1-37,0.069041658,0.118949913,0.327591489,0.130536289,0.211749795,0.045285581,0.091140399,0.349694971,0.078004539,0.168564721,0.031033474,0.070496031,0.386455151,0.052385774,0.1463346,0.027859944,0.067533501,0.406947141,0.04931721,0.139227096,0.034776744,0.093530018,0.496407634,0.064271061,0.210426377,0.0329208,0.084147456,0.413565457,0.059160796,0.188773967,237,4.83286608,223,4.44604912,1002,20.52143304,1675,33.33374771,1793,33.77082796,1662,33.7347789
38,EL19_fill-1-38,0.071693474,0.122339629,0.326845357,0.134325602,0.21690326,0.044341454,0.087647848,0.348973334,0.074673663,0.162028554,0.028532684,0.064743605,0.370838628,0.047352414,0.134327712,0.027192509,0.066197302,0.407741892,0.047954706,0.137512977,0.031702994,0.088943035,0.484691671,0.055152099,0.201033942,0.031826658,0.079819264,0.411050783,0.058555731,0.189947716,206,4.20071904,263,5.24354672,1243,25.45722682,1681,33.45315218,1803,33.95917613,1680,34.10013751
39,EL19_fill-1-39,0.069255456,0.117139511,0.323403425,0.129051021,0.209475648,0.04125147,0.081468594,0.341807273,0.069469952,0.151107531,0.025815861,0.0606858,0.373981366,0.041889455,0.127300279,0.027145232,0.067635579,0.413670386,0.048083794,0.141162704,0.030585234,0.087857938,0.477781968,0.058544154,0.212039444,0.031748735,0.077531732,0.402825314,0.066381931,0.199554724,322,6.56617248,516,10.28771904,1418,29.04130944,1718,34.18947974,1801,33.9215065,1666,33.8159697
40,EL19_fill-1-40,0.067226146,0.11428135,0.325691462,0.122765527,0.205492303,0.041106832,0.084654951,0.350652548,0.068699212,0.157822808,0.02647679,0.066490129,0.393452024,0.042495572,0.139356995,0.025224694,0.06754106,0.428616607,0.044545852,0.14406634,0.032586278,0.095275218,0.501144814,0.061581866,0.225506723,0.032680397,0.084518225,0.423196,0.064140828,0.209437135,465,9.4822056,628,12.52071232,1398,28.6317,1699,33.81136559,1804,33.97801095,1664,33.7753743
41,EL19_fill-1-41,0.064364068,0.108506545,0.317454521,0.117647804,0.196458622,0.04006477,0.080564819,0.345506434,0.066004266,0.150904184,0.027258242,0.064419207,0.385388525,0.043191387,0.13399804,0.024461062,0.06443341,0.42819085,0.041452507,0.137493391,0.030379787,0.089750563,0.494655386,0.053704858,0.211108858,0.031260581,0.080953907,0.41980675,0.058247003,0.197603367,353,7.19831952,535,10.6665304,1325,27.13662553,1743,34.68699836,1785,33.62014942,1682,34.14073291
42,EL19_5139-2-41,0.063709758,0.10756272,0.316868805,0.11937775,0.194726301,0.040626357,0.080731495,0.342263097,0.068351573,0.149521304,0.02559299,0.058246217,0.354653604,0.044274748,0.120810308,0.025772976,0.062096981,0.392554774,0.051510403,0.133828617,0.028718448,0.071866507,0.389275937,0.057498469,0.161120374,0.032072441,0.073431174,0.326069262,0.06619195,0.152863735,419,8.54418096,665,13.2583976,1358,27.81248111,1448,28.81627862,1771,33.35646197,1510,30.64952836
43,EL19_5138-2-40,0.063917805,0.110354872,0.330111482,0.119960647,0.202151382,0.039322808,0.079478613,0.339438228,0.065753466,0.149722824,0.027773271,0.062696514,0.358770783,0.048240388,0.130106287,0.030738582,0.070788823,0.404812485,0.058916363,0.148901042,0.036708411,0.079012865,0.368206371,0.084655681,0.178421813,0.039032437,0.076298749,0.313424742,0.093447432,0.164297096,406,8.27908704,683,13.61727152,1148,23.51158197,1321,26.28888401,1380,25.99204829,42,0.852503438
44,EL19_5137-2-39,0.066221072,0.111373003,0.336597273,0.125829507,0.202628198,0.038286675,0.075498172,0.362252861,0.062557117,0.143050106,0.024909427,0.057798046,0.400179881,0.03936637,0.122250254,0.026218282,0.063896726,0.417790943,0.047152101,0.135743601,0.035978575,0.084395378,0.453303397,0.090687958,0.23184486,0.043598502,0.091093575,0.408017822,0.108847948,0.226612699,447,9.11515248,902,17.98357088,1505,30.82311051,1692,33.67206037,1713,32.26404255,642,13.03112398
45,EL19_5136-2-38,0.063848678,0.112825429,0.338212026,0.121923192,0.205385213,0.037351599,0.081270484,0.358278961,0.061639025,0.153712583,0.024690504,0.064279538,0.426783841,0.036370872,0.136961602,0.027448744,0.071667591,0.451564465,0.048513198,0.15612354,0.036586392,0.093272001,0.442665128,0.071857569,0.198094074,0.040049535,0.087530827,0.340886073,0.086374302,0.175275793,588,11.99040192,997,19.87762768,1595,32.666353,1706,33.9506708,1760,33.14927898,1297,26.32611807
46,EL19_5135-2-37,0.064075019,0.114574791,0.337936769,0.12011712,0.202816086,0.039648772,0.085015397,0.358662715,0.06408588,0.153204309,0.027686081,0.066262729,0.403858704,0.042669749,0.132381398,0.026185197,0.065003164,0.420426161,0.044493451,0.132478228,0.035175646,0.087523464,0.476621459,0.067009101,0.183910885,0.034654107,0.083793761,0.402084298,0.065215672,0.168247004,440,8.9724096,831,16.56801264,1578,32.31818497,1705,33.93077005,1821,34.29820285,1682,34.14073291
47,EL19_5134-2-36,0.064187031,0.111740196,0.332572491,0.122112712,0.20171905,0.037963614,0.080157753,0.356904234,0.063443416,0.151275788,0.027273483,0.065243288,0.418965462,0.041582589,0.134908474,0.022385023,0.05891286,0.440426947,0.035229285,0.127097104,0.031728632,0.089461023,0.533954645,0.05373578,0.196426443,0.034267532,0.095800159,0.47828062,0.058847152,0.201033929,560,11.4194304,886,17.66457184,1611,32.99404055,1750,34.82630358,1795,33.80849759,1662,33.7347789
48,EL19_5133-2-35,0.063797961,0.110799611,0.330498703,0.122080439,0.201019215,0.037336566,0.0789384,0.337326136,0.065186361,0.150387705,0.025105668,0.057392075,0.345850745,0.045379414,0.121342797,0.027292655,0.062749181,0.353152521,0.054180269,0.129733547,0.029776415,0.069880955,0.366990691,0.063267077,0.153924466,0.034100241,0.075985259,0.33057135,0.071843086,0.155903517,450,9.176328,461,9.19115984,957,19.5998118,1245,24.7764274,1699,32.0003551,1284,26.06224796
49,EL19_5132-2-34,0.064351841,0.11490567,0.33706153,0.125255359,0.207794675,0.038834321,0.08138195,0.350923956,0.067061273,0.152611456,0.026093956,0.063251578,0.371913376,0.044954317,0.131148615,0.034024164,0.078078845,0.386025513,0.061947792,0.154706577,0.036788734,0.096274936,0.435114072,0.07547249,0.207928085,0.046245311,0.108316214,0.404995173,0.090637284,0.214184081,474,9.66573216,529,10.54690576,1161,23.77782811,1237,24.61722144,1723,32.45239072,1285,26.08254566
50,EL19_5131-2-33,0.071276984,0.126664483,0.33424664,0.136492243,0.221553603,0.043286312,0.092808071,0.33621788,0.073681811,0.166073475,0.034187963,0.081612101,0.39563976,0.054615868,0.160503729,0.037751295,0.090090557,0.403804804,0.069209829,0.176892067,0.041959973,0.099496308,0.384529584,0.093618108,0.208667054,0.042288642,0.090939091,0.315472996,0.095884812,0.184810812,208,4.24150272,310,6.1806064,895,18.33002253,1001,19.92064564,1170,22.03673659,68,1.380243661
51,EL19_5130-2-32,0.068615146,0.119347533,0.343259679,0.13383466,0.216930936,0.040837295,0.084678003,0.349689733,0.07148371,0.159399478,0.027862338,0.067156449,0.379915581,0.046508202,0.139191522,0.033725705,0.077365902,0.385619602,0.064134718,0.154815065,0.042045155,0.104107674,0.469990173,0.09365429,0.244472906,0.04757539,0.093185384,0.423826226,0.126001162,0.258962281,297,6.05637648,464,9.25097216,1161,23.77782811,1243,24.73662591,1627,30.64424824,445,9.0324769
52,EL19_5129-2-31,0.06838511,0.118896023,0.337125896,0.130477623,0.212353121,0.042370198,0.083294216,0.326825229,0.072841757,0.15134669,0.032884179,0.069329861,0.379354013,0.055279256,0.138299626,0.034648986,0.080418,0.413551775,0.060148611,0.159563739,0.047891318,0.113840889,0.459566405,0.098244564,0.226577963,0.051937497,0.113012303,0.408688803,0.106780051,0.221176651,224,4.56777216,207,4.12705008,846,17.3264794,1188,23.64208494,1444,27.19747661,841,17.07036646
53,EL19_5128-2-30,0.070831524,0.11818539,0.331441777,0.133828535,0.209414396,0.042572777,0.081960373,0.336054525,0.073732926,0.15050421,0.027682335,0.062245506,0.385109121,0.045673936,0.127828027,0.032532724,0.072052373,0.392961183,0.059723337,0.145717192,0.038125655,0.092102412,0.421810932,0.079925414,0.187488331,0.055087618,0.122631503,0.416597087,0.117462655,0.235412189,363,7.40223792,471,9.39053424,1316,26.95230128,1661,33.05513728,1778,33.48830569,899,18.24763311
54,EL19_5127-2-29,0.070011102,0.122859729,0.342183861,0.132750735,0.217868357,0.04191061,0.087724293,0.362843018,0.068520121,0.16359026,0.03075126,0.065264067,0.363593339,0.050328224,0.130335802,0.033915344,0.077099347,0.418466611,0.058638614,0.154801189,0.040239206,0.093982325,0.447722755,0.07548041,0.192156495,0.052964709,0.116822289,0.437928711,0.100005669,0.22727614,258,5.26109472,490,9.7693456,970,19.86605794,1231,24.49781697,1635,30.79492678,1240,25.16914912
55,EL19_5126-2-28,0.076346812,0.13159129,0.347396232,0.145678626,0.23171061,0.043441178,0.087641368,0.345159673,0.075115408,0.163808463,0.02717334,0.063889177,0.375953285,0.044452944,0.131585866,0.024644807,0.062651453,0.411116876,0.040547658,0.131245516,0.033941105,0.091704039,0.530574656,0.059736468,0.204156552,0.039867272,0.101773351,0.492684887,0.07037061,0.211535379,133,2.71211472,308,6.14073152,1176,24.08503519,1664,33.11483951,1786,33.63898423,1664,33.7753743
