ZONE_CODE,id,BLUE_7_2_19,GREEN_7_2_19,NIR_7_2_19,RED_7_2_19,REDEDGE_7_2_19,BLUE_7_15_19,GREEN_7_15_19,NIR_7_15_19,RED_7_15_19,REDEDGE_7_15_19,BLUE_7_28_19,GREEN_7_28_19,NIR_7_28_19,RED_7_28_19,REDEDGE_7_28_19,BLUE_8_12_19,GREEN_8_12_19,NIR_8_12_19,RED_8_12_19,REDEDGE_8_12_19,BLUE_9_2_19,GREEN_9_2_19,NIR_9_2_19,RED_9_2_19,REDEDGE_9_2_19,BLUE_9_11_19,GREEN_9_11_19,NIR_9_11_19,RED_9_11_19,REDEDGE_9_11_19,COUNT_7_2_19,AREA_7_2_19,COUNT_7_15_19,AREA_7_15_19,COUNT_7_28_19,AREA_7_28_19,COUNT_8_12_19,AREA_8_12_19,COUNT_9_2_19,AREA_9_2_19,COUNT_9_11_19,AREA_9_11_19
431,EL19_5472-11-21,0.068312954,0.111259506,0.340090191,0.129357889,0.208980088,0.037644272,0.080079158,0.386740754,0.063889857,0.155965533,0.023335774,0.058955979,0.443047122,0.034164572,0.128889004,0.023942981,0.064125193,0.479517913,0.033789837,0.138384043,0.035258259,0.102239061,0.585467122,0.060482294,0.232579641,0.043468642,0.11776333,0.551224699,0.072712375,0.258904665,406,8.27908704,1084,21.61218496,1636,33.50605236,1717,34.16957899,1785,33.62014942,1666,33.8159697
432,EL19_5471-11-22,0.06317594,0.112969162,0.3470865,0.121692977,0.209872009,0.03663938,0.082924662,0.392999801,0.062187184,0.161059224,0.022362258,0.060972428,0.440193,0.031995349,0.131886618,0.028659476,0.074868457,0.468461231,0.043644911,0.15539473,0.036917448,0.11200782,0.544635943,0.069887287,0.241982563,0.048109666,0.128652114,0.49856722,0.085530608,0.259905536,675,13.764492,1269,25.30061136,1664,34.07950557,1730,34.42828868,1818,34.2416984,1662,33.7347789
433,EL19_5470-11-23,0.06785345,0.116845381,0.345136432,0.132185715,0.212765124,0.042276123,0.086496253,0.375308385,0.07278608,0.161917218,0.029915259,0.067217645,0.419389026,0.047859413,0.135665325,0.031540029,0.069111281,0.406999378,0.057965576,0.140848062,0.042221719,0.099710301,0.500686497,0.081369394,0.208484934,0.056387377,0.122334311,0.476370893,0.107540069,0.240373442,476,9.70651584,804,16.02970176,1382,28.30401244,1640,32.63722164,1730,32.58423445,1452,29.47226171
434,EL19_5469-11-24,0.067139218,0.116853318,0.335107152,0.135166012,0.215174695,0.037435335,0.086641106,0.357018006,0.065889643,0.166236059,0.022650125,0.059937987,0.371622839,0.039388142,0.127503293,0.027309982,0.069730231,0.399802427,0.054640187,0.149762647,0.038186329,0.096614707,0.412105976,0.094109706,0.206093726,0.055485795,0.13531045,0.466243494,0.135913783,0.277925517,341,6.95361744,765,15.2521416,1242,25.43674635,1395,27.76153914,1514,28.51591385,192,3.897158573
435,EL19_5468-11-25,0.066248615,0.112550586,0.341327391,0.128754124,0.211193608,0.037707161,0.085040761,0.378736064,0.063263164,0.168728566,0.029167178,0.074363815,0.439509541,0.045517165,0.156420377,0.028710475,0.075269012,0.426535186,0.047437857,0.158454019,0.039608024,0.103641202,0.436793259,0.07736554,0.218186131,0.051932586,0.129681949,0.455062099,0.103670775,0.255818914,238,4.85325792,524,10.44721856,1034,21.17680815,1331,26.48789146,1419,26.72660617,1131,22.95669972
436,EL19_5467-11-26,0.069975706,0.11757145,0.335655018,0.143316407,0.217387298,0.041728648,0.087384066,0.358679028,0.073865416,0.166019214,0.031387064,0.072578286,0.424859843,0.052670646,0.148840086,0.029707422,0.069341755,0.390397436,0.053690758,0.140680945,0.039415597,0.096747615,0.436937096,0.080808079,0.202748669,0.04612351,0.107114296,0.422571261,0.09305658,0.210252627,116,2.36545344,282,5.62235808,793,16.24101438,1421,28.2789585,1600,30.13570816,1476,29.95940653
437,EL19_5466-11-27,0.063504328,0.112591105,0.32841492,0.125186031,0.208467033,0.038907627,0.085961453,0.359192916,0.067254722,0.167467755,0.02569153,0.063676667,0.403060499,0.042038373,0.135766517,0.025652169,0.06771824,0.426412518,0.041725943,0.144924322,0.035780956,0.09361786,0.469230388,0.06511157,0.200562121,0.047513363,0.117518513,0.478080844,0.091836302,0.235046741,381,7.76929104,826,16.46832544,1526,31.25320042,1674,33.31384696,1834,34.54305548,1612,32.71989385
438,EL19_5465-11-28,0.059754572,0.107790615,0.337149115,0.116493262,0.203861934,0.037727728,0.083886592,0.385047143,0.062703174,0.164873398,0.028804334,0.066881414,0.428129162,0.045540852,0.140962289,0.027440168,0.068673253,0.421866539,0.047436189,0.14576444,0.042825963,0.102487756,0.438118489,0.089559838,0.210798777,0.058490041,0.132957975,0.46396164,0.127077602,0.258344418,578,11.78648352,1101,21.95112144,1519,31.10983712,1695,33.73176261,1529,28.79843611,643,13.05142168
439,EL19_5464-11-29,0.063521646,0.111658373,0.34163698,0.126081788,0.20919606,0.039165161,0.08631898,0.380539674,0.066381853,0.165419944,0.030732245,0.071845015,0.419014671,0.052389973,0.146109243,0.030814309,0.07001473,0.380034774,0.055004138,0.137107182,0.042318802,0.106271112,0.439874044,0.094304428,0.214647877,0.055781036,0.136882076,0.47886824,0.124524603,0.267611369,348,7.09636032,687,13.69702128,1091,22.34419506,1598,31.80139035,1522,28.66659239,728,14.77672626
440,EL19_5463-11-30,0.063553844,0.111366252,0.341014111,0.124246957,0.209585908,0.038201345,0.086655702,0.376986217,0.065992171,0.168242605,0.026485892,0.068062202,0.423205157,0.042857238,0.143116562,0.030291481,0.072315441,0.396819197,0.052235728,0.144831666,0.03472404,0.099595075,0.457420134,0.071150869,0.210983659,0.046784873,0.119623559,0.455115112,0.104629804,0.253479466,516,10.52218944,878,17.50507232,1512,30.96647382,1700,33.83126633,1789,33.69548869,1588,32.23274903
441,EL19_5462-11-31,0.064528161,0.110512854,0.333838744,0.129603594,0.206558567,0.036084028,0.078941948,0.356948424,0.06187222,0.152094284,0.026191254,0.065407761,0.420013536,0.041542651,0.138383362,0.028721177,0.06894933,0.39960338,0.051974664,0.145135184,0.035278656,0.08970137,0.438860666,0.079578427,0.203087936,0.04692452,0.110144244,0.469328132,0.106766927,0.25073522,350,7.137144,812,16.18920128,1545,31.64232939,1660,33.03523653,1756,33.07393971,1327,26.93504909
442,EL19_5461-11-32,0.067098117,0.114493909,0.346508472,0.134355092,0.213441287,0.040322095,0.084409622,0.353296201,0.070757429,0.160285868,0.028355887,0.070971502,0.442603013,0.045519135,0.150763908,0.028244488,0.071090263,0.42428576,0.046630624,0.150458812,0.037321699,0.099684076,0.4957243,0.069809299,0.214338974,0.04675078,0.117646261,0.489304533,0.09117037,0.245779106,331,6.74969904,544,10.84596736,1329,27.21854742,1702,33.87106782,1773,33.3941316,1588,32.23274903
443,EL19_5460-11-33,0.070583565,0.120295869,0.338065281,0.141937027,0.217720904,0.038157049,0.080501501,0.32843114,0.068969257,0.150033308,0.027122062,0.064943585,0.378427968,0.047336245,0.1328972,0.028715687,0.06959903,0.377609649,0.050544722,0.138515784,0.041402946,0.116096417,0.492763936,0.079169196,0.235231053,0.055071742,0.143046003,0.521830084,0.105090104,0.279664295,142,2.89564128,292,5.82173248,1163,23.81878905,1721,34.24918197,1744,32.84792189,1530,31.05548238
444,EL19_5459-11-34,0.065385593,0.112929229,0.342119061,0.12787316,0.206625211,0.038232468,0.079847929,0.363580466,0.066722487,0.150618608,0.027707313,0.064093287,0.393253806,0.047254644,0.132943965,0.03586226,0.08014928,0.399941693,0.063377438,0.155463528,0.039917542,0.098945306,0.443233918,0.081004768,0.205380206,0.057497354,0.137220305,0.516027589,0.116582078,0.275577451,420,8.5645728,687,13.69702128,1319,27.0137427,1526,30.36853672,1656,31.19045795,1119,22.71312731
445,EL19_5458-11-35,0.058969987,0.108859506,0.341675719,0.116049949,0.20041538,0.034460476,0.084863337,0.375662228,0.057605847,0.158321255,0.030128931,0.086989629,0.457033385,0.046470142,0.171054889,0.031383396,0.088859681,0.422059797,0.055083068,0.17306543,0.040399388,0.099588774,0.387379888,0.089551436,0.200899197,0.059620204,0.135473076,0.452273891,0.138147644,0.274688032,481,9.80847504,984,19.61844096,1547,31.68329034,1726,34.3486857,1720,32.39588627,88,1.786197679
446,EL19_5457-11-36,0.060918336,0.105654841,0.340780268,0.11833039,0.19692704,0.035500375,0.07690511,0.363456238,0.05984218,0.149745681,0.025125185,0.062484366,0.415358694,0.04144496,0.133278473,0.026777819,0.064020046,0.383517506,0.052206411,0.13396621,0.034383496,0.093795351,0.457398375,0.075840484,0.211004915,0.047595506,0.116730488,0.490613806,0.110475585,0.261225678,496,10.11435264,925,18.442132,1550,31.74473176,1676,33.35364845,1715,32.30171218,1328,26.9553468
447,EL19_5456-11-37,0.066763336,0.114929452,0.339994296,0.128516211,0.208053744,0.041714855,0.085438625,0.360980845,0.070525498,0.158175238,0.034672523,0.076681205,0.434164223,0.058038744,0.151076328,0.031209385,0.069635225,0.405355674,0.057350507,0.142067822,0.044593471,0.100629657,0.45265034,0.091628055,0.203682189,0.057424773,0.124933722,0.465104962,0.118893968,0.242177665,366,7.46341344,740,14.7537056,1068,21.8731442,1456,28.97548457,1475,27.78135596,908,18.43031242
448,EL19_5455-11-38,0.067142832,0.109683439,0.333198279,0.129743938,0.201181056,0.037800193,0.072488009,0.350611841,0.064261072,0.139343834,0.0285845,0.061700242,0.419130973,0.047689581,0.126544191,0.025882522,0.058477469,0.410249316,0.044529588,0.124787447,0.036030208,0.086175757,0.467096455,0.069758595,0.188724441,0.048304464,0.111057799,0.483598208,0.097498612,0.232798725,369,7.52458896,769,15.33189136,1464,29.98341115,1648,32.7964276,1749,32.94209598,1546,31.38024559
449,EL19_5454-11-39,0.066593367,0.113510146,0.331919584,0.126116812,0.204618984,0.037541967,0.079888579,0.340596881,0.064099603,0.149747443,0.026020186,0.067008328,0.417534242,0.044483887,0.136370358,0.030019746,0.078923369,0.441120194,0.049776032,0.164387934,0.043319923,0.103074993,0.425367672,0.098260979,0.222574973,0.040075176,0.083951465,0.339907543,0.099997157,0.18951013,417,8.50339728,778,15.51132832,1587,32.50250922,1707,33.97057154,1753,33.01743525,806,16.35994693
450,EL19_5453-11-40,0.057512396,0.105579512,0.318879132,0.111556821,0.192684257,0.035162027,0.082936085,0.349090237,0.059320155,0.157282867,0.025300395,0.072181218,0.440149939,0.04187785,0.149084752,0.024375006,0.068750233,0.415121947,0.044810226,0.148789482,0.035514207,0.097598912,0.458059428,0.07576774,0.21273517,0.046185157,0.116960597,0.472307912,0.099998887,0.246660792,724,14.76369216,1228,24.48317632,1595,32.666353,1748,34.78650209,1707,32.15103364,1420,28.82273528
451,EL19_5452-11-41,0.054932218,0.097055012,0.321833159,0.105486323,0.181382921,0.03405576,0.083775051,0.370086664,0.055998954,0.159814047,0.02661586,0.076268963,0.459898567,0.042123617,0.156967079,0.027375591,0.069904267,0.383111966,0.05456982,0.14599448,0.034515969,0.094349775,0.401036204,0.075968391,0.198694764,0.041581371,0.103178745,0.379421778,0.089477296,0.209341713,718,14.64134112,1184,23.60592896,1627,33.32172811,1618,32.19940525,1737,32.71607817,1446,29.3504755
452,EL19_5529-12-41,0.055852196,0.099420353,0.323477207,0.107323556,0.187041811,0.033507401,0.077548344,0.357530617,0.055189535,0.152766414,0.028354699,0.070783324,0.454804418,0.0467088,0.152646151,0.026114163,0.066460987,0.41086336,0.043955316,0.147616062,0.035893394,0.09294149,0.421982902,0.068956618,0.203949369,0.047636065,0.108497717,0.393447132,0.103611494,0.229462531,564,11.50099776,1044,20.81468736,1525,31.23271995,1690,33.63225888,1815,34.18519394,1274,25.85927095
453,EL19_5528-12-40,0.058891868,0.101291549,0.327107078,0.112062643,0.187750298,0.037451436,0.07886968,0.35405087,0.063755918,0.15048678,0.030769879,0.075718481,0.454029995,0.050295311,0.153121834,0.028902592,0.070624708,0.400231913,0.051548225,0.145021244,0.039088286,0.10184772,0.452628377,0.081732535,0.217573672,0.051281018,0.122693239,0.466352801,0.106969036,0.249613896,609,12.41863056,962,19.17981728,1540,31.53992703,1698,33.79146484,1681,31.66132839,1390,28.21380425
454,EL19_5527-12-39,0.060202504,0.105182761,0.330038292,0.115270437,0.19260052,0.03549148,0.076134457,0.35661366,0.058941367,0.143929655,0.029114585,0.068435732,0.444662401,0.048476801,0.136625989,0.024327807,0.055575218,0.386466405,0.043462414,0.114356227,0.033978447,0.078877555,0.415145038,0.074239409,0.170677802,0.0476967,0.100808177,0.410110159,0.116698134,0.217106193,755,15.3958392,1031,20.55550064,1460,29.90148927,1739,34.60739538,1761,33.16811379,743,15.08119177
455,EL19_5526-12-38,0.066224595,0.122467581,0.340741824,0.126760791,0.219520679,0.039614171,0.08720726,0.361577039,0.066104882,0.164053702,0.025599654,0.071618634,0.449362895,0.040469783,0.147125207,0.025854054,0.06980966,0.424884182,0.04406256,0.145861487,0.043229435,0.120054543,0.486977724,0.096664931,0.249317556,0.053849138,0.148046102,0.515574638,0.118340851,0.29140187,453,9.23750352,1061,21.15362384,1470,30.10629399,1687,33.57255665,1693,31.8873462,1350,27.40189621
456,EL19_5525-12-37,0.064535417,0.123951571,0.344282943,0.122142442,0.225234895,0.039597094,0.094322783,0.376764393,0.06363725,0.179457657,0.031430212,0.081379932,0.447248013,0.049742385,0.167490219,0.029057449,0.077720154,0.411167575,0.0500184,0.162941854,0.043932509,0.115697044,0.437602185,0.094857209,0.241010545,0.045478222,0.105591741,0.362912655,0.102094876,0.212429223,509,10.37944656,975,19.439004,1302,26.66557467,1699,33.81136559,1538,28.96794947,602,12.21921594
457,EL19_5524-12-36,0.065776479,0.115188948,0.334632334,0.1270569,0.207899304,0.039307964,0.08420235,0.346691187,0.067250692,0.156515805,0.030844095,0.070763171,0.401834223,0.052872666,0.142946967,0.029598092,0.076174493,0.415447697,0.051598306,0.15767943,0.047717184,0.131625883,0.50381094,0.103853954,0.278251679,0.060829946,0.16507481,0.529021652,0.13477767,0.333168602,291,5.93402544,430,8.5730992,1076,22.03698798,1690,33.63225888,1457,27.44232924,1083,21.98241007
458,EL19_5523-12-35,0.058635568,0.104338105,0.328104586,0.113184845,0.197177394,0.03742026,0.082262494,0.371702205,0.062190515,0.159531744,0.028350318,0.067621257,0.43110285,0.046008328,0.14240606,0.027889215,0.067786775,0.413248,0.047972466,0.143921738,0.037173779,0.098928951,0.46271833,0.078703186,0.213082222,0.050435472,0.123257016,0.448875094,0.117572789,0.253902669,513,10.46101392,919,18.32250736,1458,29.86052832,1741,34.64719687,1751,32.97976562,1226,24.8849813
459,EL19_5522-12-34,0.064480468,0.120136953,0.345918346,0.127267718,0.217595275,0.038046938,0.087534854,0.371585855,0.064659187,0.164121543,0.030498194,0.07483112,0.426515544,0.049732725,0.150900395,0.032873121,0.075283991,0.38606484,0.059509186,0.148224295,0.043632244,0.106392992,0.442858857,0.095993287,0.227769437,0.063973265,0.148340079,0.515703019,0.14256734,0.310342664,473,9.64534032,809,16.12938896,1249,25.58010965,1437,28.59737042,1655,31.17162313,618,12.54397916
460,EL19_5521-12-33,0.06162807,0.107855373,0.328504951,0.123337006,0.199300925,0.037234543,0.080967149,0.343169436,0.066257195,0.155304928,0.025723831,0.062090286,0.377771041,0.047180727,0.131363655,0.025144928,0.061978935,0.374886482,0.049257049,0.131941313,0.034830549,0.091461194,0.447907449,0.07427626,0.198491489,0.044812274,0.115953986,0.473786559,0.096000064,0.242657634,365,7.4430216,548,10.92571712,1086,22.2417927,1547,30.78645236,1741,32.79141744,1404,28.49797206
461,EL19_5520-12-32,0.063958132,0.114754137,0.341980935,0.121779345,0.210310871,0.038564092,0.088599319,0.38149732,0.063538244,0.170293356,0.03041019,0.080650279,0.454143083,0.045726105,0.165770926,0.02778627,0.081573785,0.464579786,0.041985033,0.171404512,0.041651807,0.126136984,0.559903662,0.074750162,0.268980055,0.053891573,0.151353082,0.55634749,0.099758205,0.303469443,476,9.70651584,967,19.27950448,1633,33.44461094,1734,34.50789166,1795,33.80849759,1677,34.03924441
462,EL19_5519-12-31,0.063547469,0.115585938,0.345708181,0.123035334,0.220006167,0.039412154,0.082061678,0.357745814,0.068972662,0.161195575,0.02461322,0.05991638,0.407756764,0.041708076,0.1302078,0.028292232,0.063769904,0.390112473,0.049960343,0.134142919,0.033348573,0.088805578,0.462720533,0.066133573,0.196307022,0.044037401,0.103108057,0.443549366,0.092711425,0.220348859,523,10.66493232,739,14.73376816,1548,31.70377081,1685,33.53275516,1829,34.44888139,1630,33.08525247
463,EL19_5518-12-30,0.063967781,0.11221537,0.329573155,0.125436972,0.203830218,0.037410136,0.079298838,0.345824492,0.068254908,0.150419244,0.024234586,0.059634816,0.403374809,0.043729157,0.126823009,0.026018605,0.058152969,0.36501917,0.049982566,0.122973814,0.035845661,0.088660776,0.437000345,0.081400293,0.189981246,0.047090305,0.108887689,0.450178012,0.105817215,0.222343797,534,10.88924256,691,13.77677104,1476,30.22917682,1713,34.08997601,1735,32.67840854,1364,27.68606403
464,EL19_5517-12-29,0.062741331,0.109013988,0.339287114,0.123474916,0.202064672,0.03828259,0.084108286,0.389295676,0.065255187,0.162495468,0.026845465,0.065011826,0.447268757,0.042640931,0.137511653,0.027023984,0.061984637,0.404984904,0.047468177,0.134015985,0.033436926,0.084100629,0.463564164,0.065470447,0.182484682,0.046729038,0.106858461,0.457771075,0.093339789,0.213249581,469,9.56377296,938,18.70131872,1557,31.88809506,1698,33.79146484,1817,34.22286358,1596,32.39513064
465,EL19_5516-12-28,0.062293656,0.105455728,0.330235664,0.121709725,0.197151285,0.040546455,0.082415107,0.386148834,0.068607082,0.156654897,0.029569499,0.065969828,0.451829857,0.043335839,0.132758272,0.027886522,0.060448539,0.410910998,0.047091739,0.125957106,0.037081879,0.086942462,0.447016867,0.07319851,0.187217111,0.052900706,0.115041201,0.44177876,0.118500798,0.232204681,614,12.52058976,1262,25.16104928,1655,33.89518133,1747,34.76660134,1797,33.84616723,1317,26.73207209
466,EL19_5515-12-27,0.063862693,0.114370675,0.345907246,0.123210337,0.211842626,0.039705425,0.08012782,0.367063578,0.068881507,0.15324675,0.025291276,0.055144983,0.372500185,0.043478241,0.113405014,0.027790535,0.060259838,0.369934211,0.053950668,0.122213215,0.033881578,0.075892928,0.394544773,0.073085038,0.161398636,0.047720628,0.103971325,0.435136492,0.10330684,0.202101138,332,6.77009088,619,12.34127536,1205,24.67896888,1346,26.78640264,1590,29.94735998,1074,21.79973077
467,EL19_5514-12-26,0.066245099,0.115452502,0.340629621,0.133920383,0.214276059,0.037537238,0.082894975,0.374328115,0.065984759,0.159524342,0.028743043,0.06815791,0.427274705,0.047872833,0.138990127,0.029616695,0.07297856,0.437704486,0.049794233,0.148399212,0.039493741,0.099784324,0.502624238,0.079902335,0.211301514,0.053108218,0.121942697,0.491461608,0.10345043,0.235874995,280,5.7097152,648,12.91946112,1427,29.22563369,1705,33.93077005,1739,32.75374781,1548,31.42084099
468,EL19_5513-12-25,0.066708454,0.11305501,0.345392208,0.129265212,0.207636847,0.042570774,0.084078621,0.358568535,0.074251644,0.154960569,0.026669506,0.060851537,0.396889484,0.043936967,0.122803272,0.030288394,0.068148091,0.39432823,0.053098469,0.132988554,0.037104051,0.097010714,0.457556812,0.077232372,0.203728932,0.048269903,0.114756517,0.432573659,0.095244511,0.222824875,560,11.4194304,763,15.21226672,1450,29.69668455,1662,33.07503802,1696,31.94385065,1574,31.94858122
469,EL19_5512-12-24,0.071495967,0.122980457,0.348359415,0.136048102,0.225547551,0.041313312,0.090767697,0.379206113,0.06734108,0.173487436,0.029626472,0.070204421,0.410994143,0.045920832,0.143214513,0.03079956,0.074092372,0.415726061,0.052990568,0.152816311,0.037019822,0.093721033,0.417318682,0.074016316,0.195184692,0.051877534,0.11622408,0.399603236,0.095344362,0.221520497,311,6.34186224,778,15.51132832,1395,28.57025858,1696,33.75166335,1822,34.31703767,1432,29.06630769
470,EL19_5511-12-23,0.069864933,0.11992854,0.349582119,0.134997066,0.220830408,0.039283606,0.082834933,0.367354021,0.067764256,0.158136291,0.02793552,0.063065846,0.395481019,0.047455432,0.129801223,0.029154136,0.06591321,0.392546788,0.052626304,0.135588799,0.036447289,0.087510341,0.413014319,0.07730287,0.183134474,0.057507153,0.126238127,0.424539232,0.119613161,0.24623328,337,6.87205008,502,10.00859488,1110,22.73332403,1679,33.41335069,1707,32.15103364,833,16.90798485
471,EL19_5510-12-22,0.065485957,0.113813137,0.345461197,0.124736573,0.21185398,0.040279044,0.086300672,0.384754651,0.069246081,0.163643586,0.025404462,0.061152799,0.419022659,0.041895202,0.129782297,0.028854654,0.063157724,0.389296659,0.053905871,0.129131913,0.041880377,0.096026399,0.472805282,0.08894183,0.203851183,0.055864137,0.119316004,0.453574514,0.10510481,0.235716958,500,10.19592,923,18.40225712,1276,26.1330824,1629,32.41831344,1723,32.45239072,1239,25.14885142
472,EL19_5509-12-21,0.071436227,0.125112162,0.357867422,0.137971284,0.229431702,0.039712731,0.087745597,0.385655666,0.06698901,0.164072249,0.031341345,0.074649749,0.454023405,0.046353002,0.150355989,0.034949512,0.08303418,0.436056635,0.054175954,0.159070138,0.052909852,0.123962622,0.470106817,0.119323617,0.24986319,0.058217897,0.11745699,0.354806224,0.111624828,0.221151096,445,9.0743688,999,19.91750256,1628,33.34220858,1750,34.82630358,1452,27.34815516,76,1.542625268
473,EL19_5508-12-20,0.068714984,0.118377332,0.349519357,0.13183178,0.219475616,0.042475829,0.084748029,0.35514008,0.074845036,0.157405686,0.030201519,0.069639709,0.422237705,0.048946609,0.145088538,0.030572776,0.068666461,0.39255973,0.053344867,0.140262874,0.039400657,0.087225825,0.400713745,0.086677159,0.198203839,0.04931991,0.095857308,0.365728577,0.10489344,0.214651044,396,8.07516864,732,14.59420608,1366,27.97632489,1676,33.35364845,1676,31.5671543,278,5.64276085
474,EL19_5507-12-19,0.06722301,0.118003524,0.338693121,0.128769844,0.216868765,0.041740355,0.082374238,0.36949984,0.071797371,0.153249582,0.028684429,0.061106675,0.381836324,0.04653837,0.124441061,0.031693672,0.065599261,0.358782582,0.062265754,0.127777422,0.036244141,0.071402867,0.34183209,0.08205024,0.148058093,0.054406227,0.103516352,0.379349973,0.11739437,0.211876449,372,7.58576448,547,10.90577968,1133,23.20437489,1278,25.43315198,1418,26.70777136,224,4.546685002
475,EL19_5506-12-18,0.068500635,0.116700195,0.325956185,0.134115258,0.212932723,0.03723928,0.08483161,0.381767546,0.064761172,0.164206491,0.027826605,0.069649705,0.431746901,0.046851078,0.149600857,0.029374381,0.067697136,0.387242846,0.054647424,0.139098899,0.04705268,0.114389447,0.491035543,0.104437054,0.23977136,0.062296776,0.141930511,0.48305197,0.124216458,0.278055034,231,4.71051504,586,11.68333984,1200,24.57656652,1432,28.4978667,1319,24.84312441,687,13.94452052
476,EL19_5505-12-17,0.062870495,0.10844238,0.333988024,0.119255374,0.200800258,0.034180981,0.078087321,0.366385489,0.058494613,0.15114706,0.025703036,0.066714502,0.43023109,0.041362971,0.142965848,0.029119058,0.072937607,0.419662591,0.049212399,0.149072827,0.039825674,0.106362114,0.475619258,0.079782563,0.222627399,0.065015602,0.148057342,0.485521207,0.126612918,0.284194689,553,11.27668752,1036,20.65518784,1605,32.87115772,1705,33.93077005,1782,33.56364496,1152,23.38295144
477,EL19_5504-12-16,0.06546848,0.111121344,0.335604191,0.123846391,0.204591475,0.036569162,0.080136981,0.372021765,0.061164563,0.151743736,0.028133246,0.068218031,0.449136549,0.042491685,0.141192383,0.024536191,0.065531518,0.434056779,0.039057693,0.136239005,0.040648292,0.110746694,0.519530813,0.077074682,0.231611009,0.046479228,0.122463031,0.475845566,0.08658252,0.2464912,474,9.66573216,995,19.8377528,1615,33.07596244,1706,33.9506708,1785,33.62014942,1665,33.795672
478,EL19_5503-12-15,0.065422887,0.110281348,0.333357644,0.124521053,0.207039905,0.036979676,0.081262032,0.359630517,0.063799374,0.157947569,0.025613352,0.062982013,0.414265375,0.040361142,0.137268373,0.02256199,0.058861167,0.386389927,0.036679562,0.122587668,0.030341458,0.080040439,0.428344204,0.057600182,0.174675123,0.042439415,0.099056226,0.399897497,0.082830216,0.199819592,250,5.09796,685,13.6571464,1445,29.59428218,1702,33.87106782,1814,34.16635913,1576,31.98917662
479,EL19_5502-12-14,0.061670123,0.10617979,0.32994458,0.117303697,0.197295232,0.039200401,0.080896691,0.362261121,0.065493173,0.149739967,0.033004024,0.073000311,0.434909842,0.052894014,0.155439072,0.030262008,0.069266009,0.376210301,0.052900442,0.134200295,0.036164135,0.080027609,0.381297104,0.084751176,0.176650103,0.04486179,0.091888291,0.370733114,0.108821269,0.202905753,554,11.29707936,835,16.6477624,1323,27.09566459,1625,32.33871046,1661,31.28463203,382,7.753721744
480,EL19_5501-12-13,0.066120548,0.113217363,0.327061946,0.123921523,0.207549999,0.038355521,0.082224453,0.354233323,0.065615492,0.154801454,0.0304488,0.070640409,0.40300316,0.049891461,0.148285526,0.028996012,0.067344628,0.369924598,0.054769017,0.138062141,0.041041393,0.09051804,0.397948121,0.092848933,0.193035946,0.065522121,0.159906826,0.507281926,0.154293262,0.317203879,363,7.40223792,701,13.97614544,1100,22.52851931,1282,25.51275496,1450,27.31048552,9,0.182679308
481,EL19_5500-12-12,0.060990152,0.103646633,0.327578856,0.110620216,0.191249514,0.036152648,0.075578198,0.352176668,0.06091912,0.140519097,0.023872715,0.058688056,0.431921544,0.037305976,0.1250746,0.020476619,0.052823343,0.393971511,0.03136901,0.109605167,0.032750011,0.090072799,0.543394924,0.058194212,0.195663637,0.042795592,0.109799527,0.488829676,0.081338776,0.217793201,847,17.27188848,1174,23.40655456,1591,32.58443111,1724,34.30888421,1824,34.3547073,1672,33.9377559
482,EL19_5499-12-11,0.061858894,0.100059804,0.32881523,0.118002449,0.187665816,0.035180732,0.066905563,0.341652269,0.061611844,0.125919987,0.024218609,0.052710234,0.418077165,0.036501532,0.110144659,0.021163383,0.047133449,0.393878336,0.032178144,0.098542934,0.032673358,0.073504617,0.514573323,0.057236072,0.159509813,0.03821714,0.081548521,0.446658378,0.067005196,0.161664689,529,10.78728336,914,18.22282016,1656,33.9156618,1718,34.18947974,1785,33.62014942,1697,34.44519843
483,EL19_5498-12-10,0.062677487,0.110890758,0.326504717,0.118722033,0.206967178,0.035709219,0.076417296,0.342207038,0.062246454,0.147294415,0.023353337,0.063156279,0.439844721,0.035830493,0.136649714,0.021887932,0.062150817,0.41527377,0.034188898,0.131601585,0.035201143,0.101580518,0.499180243,0.067953305,0.21528097,0.049277482,0.123804006,0.443579938,0.100365447,0.229764902,686,13.98880224,1190,23.7255536,1646,33.71085708,1711,34.05017452,1835,34.5618903,1658,33.65358809
484,EL19_5497-12-9,0.063743447,0.106554042,0.322990783,0.120965018,0.199508427,0.035855271,0.074162295,0.333912713,0.061898973,0.142709168,0.025887679,0.062932987,0.4102324,0.041232079,0.133096605,0.025995205,0.06020334,0.356975694,0.044351672,0.123763633,0.033699265,0.083012008,0.429438072,0.077804959,0.198094049,0.035475728,0.079666804,0.341005061,0.086946787,0.168181139,493,10.05317712,810,16.1493264,1522,31.17127854,1700,33.83126633,1777,33.46947088,1555,31.5629249
485,EL19_5496-12-8,0.064124158,0.110565006,0.327799288,0.1226831,0.207214855,0.039379418,0.080523635,0.348071471,0.065656366,0.150951412,0.0312704,0.068746681,0.401591485,0.049996966,0.140471276,0.026323281,0.056987369,0.327720897,0.045222705,0.112829951,0.036170267,0.078499375,0.380454579,0.084942122,0.176780148,0.033362902,0.063630343,0.264416459,0.079295926,0.130232447,427,8.70731568,911,18.16300784,1299,26.60413326,1622,32.27900823,1801,33.9215065,795,16.13667222
