plant_id,leaf_num,Area,Length,Width
1368-P3,12,563.86,86.35,9.02
1368-P3,13,575.18,87.48,9.02
1368-P3,14,560.44,84.79,10.29
1368-P3,15,504.99,79.05,8.85
1368-P3,16,435.89,69.36,8.61
1368-P3,17,356.79,62.45,7.32
1368-P3,18,284.78,54.9,6.64
1368-P3,19,194.8,45.06,5.86
1368-P3,20,64.64,25.44,3.54
1364-P1,9,519.41,71.29,9.66
1364-P1,10,634.64,75.52,11.23
1364-P1,11,670.6,74.46,12.72
1364-P1,12,651.3,72.92,12.72
1364-P1,13,568.55,68.19,12.47
1364-P1,14,496.31,65.93,11.07
1364-P1,15,462.91,61.98,10.54
1364-P1,16,397.19,57.38,9.66
1364-P1,17,308.75,53.74,8.63
1364-P1,18,194.02,41.75,5.76
1364-P1,19,101.7,28.44,4.88
1364-P2,8,440.61,72.14,8.47
1364-P2,9,536,77.17,9.88
1364-P2,10,625.56,78.93,10.89
1364-P2,11,703.59,82.54,12.22
1364-P2,12,687.47,76.86,12.48
1364-P2,13,644.9,73.18,12.06
1364-P2,14,578.81,71.51,11.66
1364-P2,15,528.82,64.89,10.91
1364-P2,16,462.36,62.49,10.83
1364-P2,17,370.24,56.09,9.1
1364-P2,18,240.79,48.08,6.73
1364-P2,19,103.11,31.99,4.39
1364-P3,8,352.24,61.18,7.93
1364-P3,9,471.93,73.36,8.56
1364-P3,10,585.94,77.61,10.3
1364-P3,11,631.56,81.05,10.67
1364-P3,12,637.31,79.3,10.9
1364-P3,13,583.26,74.69,10.59
1364-P3,14,528.19,68.31,10.62
1364-P3,15,481.67,66.03,10
1364-P3,16,396.12,58.9,9.41
1364-P3,17,335.2,55.12,8.48
1364-P3,18,195.92,46.46,6.04
1364-P3,19,94.59,27.21,4.87
1373-P1,10,480.61,62.77,9.7
1373-P1,11,607.22,77.19,10.59
1373-P1,12,654.86,83.62,11.37
1373-P1,13,593.24,76.55,11.58
1373-P1,14,578.65,76.27,12.8
1373-P1,15,493.12,63.49,11.09
1373-P1,16,472.58,61.2,11.61
1373-P1,17,389.63,50.49,11.12
1373-P1,18,395.17,51.81,11.06
1373-P1,19,301.94,45.01,9.72
1373-P1,20,209.96,38.43,7.69
1373-P1,21,77.6,18.94,4.96
1373-P2,10,464.25,77.86,8.7
1373-P2,11,555.61,81.12,9.87
1373-P2,12,584.35,78.28,11.23
1373-P2,13,578.79,75.26,11.27
1373-P2,14,511.39,69.29,10.88
1373-P2,15,368.62,52.9,12.17
1373-P2,16,386.39,50.89,11.43
1373-P2,17,372.07,48.14,11.87
1373-P2,18,331.7,44.96,10.8
1373-P2,19,260.76,38.49,10.71
1373-P2,20,235.6,38.29,8.65
1373-P2,21,128.43,27.27,6.95
1373-P2,22,41.61,13.72,6.23
1373-P3,11,471.66,75.34,9.27
1373-P3,12,545.01,79.81,10.17
1373-P3,13,495.11,69.88,10.14
1373-P3,14,460.91,64.31,10.7
1373-P3,15,391.38,55.23,11.07
1373-P3,16,396.16,51.49,11.7
1373-P3,17,421,59.29,10.34
1373-P3,18,408.14,54.21,10.73
1373-P3,19,306.38,49.01,9.1
1373-P3,20,213.12,40.24,8.3
1373-P3,21,140.64,30.44,7.57
1373-P3,22,60.83,16.31,5.17
1357-P1,11,376.95,55.79,11.75
1357-P1,12,436.13,61.04,11.37
1357-P1,13,483.22,65.95,11.57
1357-P1,14,412.37,60.21,11.08
1357-P1,15,329.58,52.41,10.88
1357-P1,16,308.01,51.96,10.47
1357-P1,17,288.1,50.24,9.78
1357-P1,18,343.95,56.8,8.59
1357-P1,19,234.66,47.35,7.53
1357-P2,11,551.82,72.33,11.65
1357-P2,12,480.9,63.85,12.07
1357-P2,13,481.4,64.7,11.81
1357-P2,14,484.14,66.63,10.79
1357-P2,15,471.33,66.19,10.24
1357-P2,16,443.92,59.99,10.14
1357-P2,17,354.55,55.34,9.09
1357-P2,18,259.12,47.16,8.17
1357-P2,19,147.39,36.94,5.87
1357-P3,11,618.08,85.85,10.5
1357-P3,12,650.6,85.48,11.16
1357-P3,13,541.08,72.47,11.44
1357-P3,14,504.19,68.36,10.83
1357-P3,15,531.72,72.82,10.74
1357-P3,16,446.88,62.2,10.05
1357-P3,17,222.49,41.46,9.45
1357-P3,18,223.56,43.28,7.96
1357-P3,19,218.32,43.68,7.12
1357-P3,20,118.89,31.53,5.55
1380-P1,10,346.63,62.03,8.17
1380-P1,11,389.51,67.42,8.46
1380-P1,12,504.33,76.57,8.97
1380-P1,13,476.2,77.98,8.39
1380-P1,14,280.01,52.21,8.46
1380-P1,15,413.69,73.91,8.27
1380-P1,16,305.68,65.68,6.87
1380-P1,17,305.45,65.48,6.75
1380-P1,18,237.86,59.23,6.05
1380-P1,19,182.94,54,7.84
1380-P1,20,118.86,43.35,6.42
1380-P2,9,319.59,61.1,7.77
1380-P2,10,331.66,59.3,8.35
1380-P2,11,467.94,67.45,9.26
1380-P2,12,353.73,59.75,9.57
1380-P2,13,305.58,54.51,8.88
1380-P2,14,465.41,71.28,9.17
1380-P2,15,249,47.22,8.59
1380-P2,16,365.32,65.13,7.99
1380-P2,17,320.82,62.82,7.52
1380-P2,18,191.58,43.4,7.18
1380-P2,19,207.56,53.05,5.76
1380-P2,20,125.43,43.56,8.97
1380-P3,11,263.89,48.92,8.75
1380-P3,12,610.69,91.03,9.26
1380-P3,13,445.06,71.71,9.19
1380-P3,14,327.82,57.79,8.81
1380-P3,15,300.41,56.39,8.44
1380-P3,16,420.42,74,7.6
1380-P3,17,383.66,72.85,7.43
1380-P3,18,317.84,64.87,6.85
1380-P3,19,273.61,65.68,6.99
1380-P3,20,189.35,57.99,4.7
1380-P3,21,95.65,40.53,3.42
1377-P1,9,301.8,56.84,7.06
1377-P1,10,396.26,67.78,8.35
1377-P1,11,332.83,51.1,23.89
1377-P1,12,392.79,54.98,10.24
1377-P1,13,458.83,65.06,10.91
1377-P1,14,368.23,54.71,11.32
1377-P1,15,325.13,48.3,11.17
1377-P1,16,455.42,60.58,11.87
1377-P1,17,382.41,51.71,14.26
1377-P1,18,409.68,57.45,10.71
1377-P1,19,379.25,53.04,9.74
1377-P1,20,286.5,43.9,9.06
1377-P1,21,109.16,28.24,5.83
1377-P2,10,240.79,49.25,7.45
1377-P2,11,386.57,67.24,7.81
1377-P2,12,316.41,53.65,8.48
1377-P2,13,358.51,60.38,10.07
1377-P2,14,361.92,58.83,9.43
1377-P2,15,430.11,65.51,10.71
1377-P2,16,359.29,56.38,9.99
1377-P2,17,269.98,44.42,9.52
1377-P2,18,357.57,55.73,9.08
1377-P2,19,294.11,46.92,8.65
1377-P2,20,239.93,48.29,7.73
1377-P2,21,159.84,39.76,6.15
1377-P2,22,74.96,25.41,4.74
1377-P3,10,389.98,63.17,8.47
1377-P3,11,298.44,49.27,9.48
1377-P3,12,441.12,65.17,10.37
1377-P3,13,417.79,60.43,10.54
1377-P3,14,358.5,52.93,10.7
1377-P3,15,272.35,42.06,11.88
1377-P3,16,286.5,44.42,12.44
1377-P3,17,411.31,56.08,12.72
1377-P3,18,354.93,50.56,10.05
1377-P3,19,267.8,45.91,10.34
1377-P3,20,370.79,53.06,10.53
1377-P3,21,334.11,49.98,9.55
1377-P3,22,255.4,45.34,9.84
1377-P3,23,123.57,31.2,6
1375-P1,10,450.09,60.41,10.59
1375-P1,11,559.24,77.04,10.58
1375-P1,12,657.56,79.17,11.19
1375-P1,13,468.61,67.01,10.96
1375-P1,14,444.79,61.86,10.59
1375-P1,15,521.02,69.3,10.63
1375-P1,16,386.44,55.95,10.2
1375-P1,17,375.84,60.28,9.13
1375-P1,18,283.71,51.79,8.27
1375-P1,19,189.73,43.53,6.53
1375-P1,20,46.95,20.65,8.17
1375-P2,11,371.94,49.18,10.05
1375-P2,12,575.42,75.82,11.66
1375-P2,13,351.08,56.65,10.98
1375-P2,14,508.96,73.01,11
1375-P2,15,413.02,63.58,10.49
1375-P2,16,458.33,65.46,10.47
1375-P2,17,364.89,60.24,9.22
1375-P2,18,267.98,48.72,8.34
1375-P2,19,199.27,44.57,6.83
1375-P2,20,87.38,29.53,4.62
1375-P3,10,560.92,75.14,11.2
1375-P3,11,502.28,70.01,11.7
1375-P3,12,466.16,65.04,12.53
1375-P3,13,578.17,77.11,12.39
1375-P3,14,530.88,71.14,11.4
1375-P3,15,474.33,68.88,11.15
1375-P3,16,489.75,67.82,10.7
1375-P3,17,382.22,57.74,9.92
1375-P3,18,343.18,54.78,9.34
1375-P3,19,238.97,47.02,7.45
1375-P3,20,104.21,32.89,4.76
