plant_id,leaf_num,Area,Length,Width
1369-P3,9,240.3,55.85,6.82
1369-P3,10,312.03,64.49,8.22
1369-P3,11,363.73,69.41,10.5
1369-P3,12,398.27,71.59,10.8
1369-P3,13,404.17,67.59,10.12
1369-P3,14,384.75,66.35,8.94
1369-P3,15,342.92,61.54,10.63
1369-P3,16,303.04,57.02,7.44
1369-P3,17,244.48,50.55,6.66
1369-P3,18,189.6,45.17,5.91
1369-P3,19,120.6,35.9,4.62
1371-P1,8,287.59,67.52,5.58
1371-P1,9,367.53,77.86,6.41
1371-P1,10,469.28,85.05,7.89
1371-P1,11,494.91,88.4,7.75
1371-P1,12,556.72,91.31,8.71
1371-P1,13,565.68,91.02,8.96
1371-P1,14,510.13,82.25,9.15
1371-P1,15,435.8,73.18,8.64
1371-P1,16,427.99,70.72,8.55
1371-P1,17,356.77,64.39,7.48
1371-P1,18,283.57,56.48,7.07
1371-P1,19,189.33,48.94,5.41
1371-P1,20,102.15,34.68,4.1
1371-P2,10,360.14,80.88,6.53
1371-P2,11,392.93,83.57,24.89
1371-P2,12,419.49,85.25,7.12
1371-P2,13,431.97,81.37,7.65
1371-P2,14,406.14,75.14,7.88
1371-P2,15,369.65,66.88,8.14
1371-P2,16,331.62,61.12,7.93
1371-P2,17,279.03,51.9,7.77
1371-P2,18,221.01,46.02,7.23
1371-P2,19,159.03,40.59,5.99
1371-P2,20,75.42,28.85,4.06
1371-P3,11,351.25,76.95,6
1371-P3,12,401.02,90.07,6.09
1371-P3,14,399.27,78.22,7.06
1371-P3,15,358,71.48,7.1
1371-P3,16,306.94,62.94,7.08
1371-P3,17,253.34,54.93,6.7
1371-P3,18,207.14,48.58,5.98
1371-P3,19,155.07,40.73,5.2
1371-P3,20,89.73,31.35,3.85
1367-P1,10,355.76,69.31,6.85
1367-P1,11,404.04,70.06,9.27
1367-P1,12,520.8,83.82,10.13
1367-P1,13,553.12,81.78,10.32
1367-P1,14,551.21,85.55,9.58
1367-P1,15,558.8,86.24,9.06
1367-P1,16,529.68,84.22,9.04
1367-P1,17,460.08,79.64,8.76
1367-P1,18,390.94,71.69,8.56
1367-P1,19,303.24,59.86,7.95
1367-P1,20,199.9,48.8,6.46
1367-P1,21,107.24,37.15,4.29
1367-P2,10,367.56,71.6,6.9
1367-P2,11,465.88,80.46,9.04
1367-P2,12,543.83,88.24,10.38
1367-P2,13,575.25,88.64,9.66
1367-P2,14,585.27,87.46,9.55
1367-P2,15,534.39,84.27,8.98
1367-P2,16,479.92,76.17,9.04
1367-P2,17,429.46,72.22,8.7
1367-P2,18,373.37,68.62,8.55
1367-P2,19,280.17,56.62,7.62
1367-P2,20,194.83,47.1,6.46
1367-P2,21,64.91,27.82,3.54
1367-P3,9,304.65,70.67,5.63
1367-P3,10,394.99,83.02,6.61
1367-P3,11,464.83,84.76,8.09
1367-P3,12,492.55,72.71,8.79
1367-P3,13,544.21,85.84,8.65
1367-P3,14,512.51,85.21,8.18
1367-P3,15,463.5,78.22,8.65
1367-P3,16,393.07,71.36,8.73
1367-P3,17,313.38,60.51,8.13
1367-P3,18,217.35,50.53,6.9
1367-P3,19,116.08,38.76,5.04
1370-P1,8,236.1,52.12,6.33
1370-P1,9,286.52,56.28,7.03
1370-P1,10,299.41,55.45,7.44
1370-P1,11,309.18,55.61,8.13
1370-P1,12,276.94,52.47,7.6
1370-P1,13,213.01,47.66,6.81
1370-P1,14,110.71,38.31,4.67
1370-P2,9,286.86,61.12,6.62
1370-P2,10,306.45,61.09,7.13
1370-P2,11,293.48,58.6,7.23
1370-P2,12,251.8,53.18,6.95
1370-P2,13,190.41,46.59,5.99
1370-P2,14,68.43,28.81,3.38
1370-P3,9,295.55,61,6.82
1370-P3,10,325.75,60.97,7.18
1370-P3,11,317.63,59.68,7.64
1370-P3,12,280,56.95,7.18
1370-P3,13,220.89,49.44,6.56
1370-P3,14,84.62,34.47,3.63
1379-P1,10,639.77,78.11,11.98
1379-P1,12,647.89,76.91,12.49
1379-P1,13,524.25,64.91,12.29
1379-P1,14,587.94,71.47,11.5
1379-P1,15,541.72,66.51,11.49
1379-P1,16,482.51,63.64,10.41
1379-P1,17,354.04,56.39,8.63
1379-P1,18,124.78,35.12,4.99
1379-P2,8,359.89,62.88,8.31
1379-P2,9,496.28,74.11,9.96
1379-P2,10,586.09,78.76,11.25
1379-P2,11,653.91,82.22,11.45
1379-P2,12,670.92,78.87,12.1
1379-P2,13,612.02,75.92,11.24
1379-P2,14,537.29,65.94,11.12
1379-P2,15,481.35,62.38,10.66
1379-P2,16,426.05,61.07,9.64
1379-P2,17,237.5,48.95,6.86
1379-P3,7,334.66,59.24,7.48
1379-P3,8,462.57,68.63,9.68
1379-P3,9,597.45,76.11,11.13
1379-P3,10,701.28,81.05,12.39
1379-P3,11,680.89,78.38,12.28
1379-P3,12,700.21,77.95,12.84
1379-P3,13,661.9,77.43,12.65
1379-P3,14,559.04,67.66,12.07
1379-P3,15,554.22,65.92,12.03
1379-P3,16,441.68,59.6,10.91
1379-P3,17,265.07,48.65,7.81
1322-P1,7,263.71,55.05,7.03
1322-P1,8,376.05,64.22,8.64
1322-P1,9,443.54,68.38,9.7
1322-P1,10,500.56,71.06,10.86
1322-P1,11,522.17,71.66,11.23
1322-P1,12,492.75,69.26,11.29
1322-P1,13,469.43,67.2,10.53
1322-P1,14,436.74,65.96,9.84
1322-P1,15,378.34,60.7,9.35
1322-P1,16,299.52,54.3,7.89
1322-P1,17,172.26,40.79,5.97
1322-P2,7,216.18,45.71,6.46
1322-P2,8,323.73,60.91,7.52
1322-P2,9,394.29,68.34,8.33
1322-P2,10,445.55,70.78,9.58
1322-P2,11,468.02,69.68,9.72
1322-P2,12,458.5,67.85,10.03
1322-P2,13,415.12,64.55,9.31
1322-P2,14,366.2,58.57,9.21
1322-P2,15,300.99,52.51,8.35
1322-P2,16,243.52,48.46,6.98
1322-P2,17,157.37,39.99,5.51
1322-P3,7,227.62,50.24,6.74
1322-P3,8,333.24,60.6,7.9
1322-P3,9,436.58,68.87,9.5
1322-P3,10,485.39,71.38,10.46
1322-P3,11,503.26,72.28,11.17
1322-P3,12,475.78,69.18,10.79
1322-P3,13,457.56,66.72,10.66
1322-P3,14,390.69,62.03,9.7
1322-P3,15,332.11,58.18,8.46
1322-P3,16,242.01,51,7.03
1322-P3,17,128.68,36.32,5.09
1318-P1,9,319.91,62.28,7.04
1318-P1,10,376.82,70.29,7.88
1318-P1,11,416.17,72.65,8.51
1318-P1,12,436.16,72.32,9.26
1318-P1,13,429.03,70.35,10.17
1318-P1,14,415.49,67.28,9.08
1318-P1,15,384.09,64,8.55
1318-P1,16,339.62,60.36,7.94
1318-P1,17,287.31,57.04,7.2
1318-P1,18,236.77,49.76,6.83
1318-P1,19,180.09,42.71,6.23
1318-P1,20,126.2,35.88,5.16
1318-P1,21,55.22,23.17,3.72
1318-P2,10,400.45,69.53,8.31
1318-P2,11,437.08,73.31,8.84
1318-P2,12,444.92,72.72,9.02
1318-P2,13,438.09,71.61,8.86
1318-P2,14,405.4,65.8,8.69
1318-P2,15,346.8,61.58,7.77
1318-P2,16,307.01,57.2,7.51
1318-P2,17,249.53,50.31,6.97
1318-P2,18,189.62,43.29,6.4
1318-P2,19,147.17,38.78,5.41
1318-P2,20,85.08,29.34,4.04
1318-P2,21,29.72,16.51,2.72
1318-P3,9,250.57,60.63,5.69
1318-P3,10,314.41,67.24,6.99
1318-P3,11,369.79,70.24,7.67
1318-P3,12,381.31,69.06,8.26
1318-P3,13,361.4,66,7.89
1318-P3,14,316.86,59.21,7.57
1318-P3,15,288.03,56.15,7.35
1318-P3,16,245.32,51.32,6.89
1318-P3,17,203.15,47.41,6.23
1318-P3,18,150.81,41.43,5.46
1318-P3,19,95.29,33.64,4.12
1318-P3,20,35.71,18.08,2.83
1310-P1,8,251.75,56.68,6.14
1310-P1,9,325.03,66.21,6.99
1310-P1,10,409.56,72.14,8.02
1310-P1,11,436.53,73.44,8.92
1310-P1,12,454.12,73.28,9.5
1310-P1,13,450.81,71.32,8.93
1310-P1,14,443.48,64.47,9.28
1310-P1,15,391.12,64.62,8.89
1310-P1,16,330.72,59.37,8.11
1310-P1,17,268.22,53.54,7.69
1310-P1,18,204.71,45.46,6.82
1310-P1,19,151.82,41.08,5.66
1310-P1,20,90.57,30.54,4.42
1310-P2,8,227.04,55.19,5.74
1310-P2,9,299.63,62.73,6.65
1310-P2,11,435.98,72.56,9.06
1310-P2,12,431.87,70.45,8.83
1310-P2,13,430.8,69.41,8.95
1310-P2,14,387.54,64.06,8.72
1310-P2,15,365.48,60.31,8.24
1310-P2,16,309.74,57.51,7.56
1310-P2,17,251.5,51.6,7.11
1310-P2,18,204,48.71,6.16
1310-P2,19,139.92,39.23,5.21
1310-P2,20,82.55,28.57,4.16
1310-P3,8,204.19,53.02,5.12
1310-P3,9,303.05,63.71,6.46
1310-P3,11,415.78,73.5,8.21
1310-P3,12,430.19,75.03,8.51
1310-P3,13,411.03,69.03,8.35
1310-P3,14,360.39,63.65,8.13
1310-P3,15,335.66,60.41,7.78
1310-P3,16,284.59,55.18,7.15
1310-P3,17,230.21,49.93,6.49
1310-P3,18,172.12,44.23,5.79
1310-P3,19,106.05,35.44,4.55
1301-P1,8,416.49,68.76,8.02
1301-P1,9,474.64,65.36,9.08
1301-P1,10,550.34,79.98,10.34
1301-P1,12,462.78,67.69,11.13
1301-P2,9,512.88,80.93,9
1301-P2,10,536.71,78.24,10.1
1301-P2,11,530.69,74.83,10.7
1301-P2,12,490.08,69.33,10.87
1301-P2,13,439.37,64.17,10.7
1301-P2,14,369.17,56.38,10.38
1301-P2,15,261.71,49.01,7.7
1301-P2,16,208.47,41.69,7.24
1301-P2,17,128.54,32.73,5.88
1301-P2,18,50.07,20.48,3.46
1301-P3,8,360.04,63.53,7.47
1301-P3,9,490.87,77.67,9.06
1301-P3,10,519.84,76.79,9.97
1301-P3,11,505.73,71.68,10.09
1301-P3,12,484.61,69.64,10.8
1301-P3,13,424.98,62.33,10.63
1301-P3,14,368.15,57.54,10.65
1301-P3,15,301.67,48.49,9.67
1301-P3,16,210.61,41.14,7.69
1301-P3,17,141.7,32.78,6.24
1301-P3,18,55.84,22.2,3.19
1306-P1,9,284.06,64.15,7.1
1306-P1,10,362.73,63.11,9.32
1306-P1,11,428.15,72.61,10.11
1306-P1,12,449.2,64.89,10.2
1306-P1,13,431.46,72.63,9.79
1306-P1,14,382.96,66.66,8.98
1306-P1,15,338.99,64.61,8.73
1306-P1,16,273.54,57.8,7.45
1306-P1,17,205.25,49.03,8.15
1306-P1,18,179.48,46.91,5.86
1306-P1,19,133.8,39.95,4.66
1306-P1,20,75.56,27.68,3.77
1306-P2,9,284.1,64.22,6.58
1306-P2,10,352.48,69.63,8.43
1306-P2,11,405.39,70.92,9.3
1306-P2,12,428.75,73.21,8.67
1306-P2,13,404.33,68.82,9.21
1306-P2,14,369.47,66.53,8.46
1306-P2,15,320.7,61.46,8.13
1306-P2,16,277.26,58.5,8.03
1306-P2,17,206.69,49.85,7.15
1306-P2,18,185.44,47.38,7.11
1306-P2,19,151.65,43.89,4.98
1306-P2,20,104.05,36.62,3.96
1306-P3,9,302.67,65.61,7.51
1306-P3,10,381.08,71.11,9.87
1306-P3,11,431.83,73.95,10.21
1306-P3,12,452.77,74.04,10.49
1306-P3,13,454.22,71.44,10.61
1306-P3,14,422.65,71.33,8.76
1306-P3,15,372.23,63.86,9.33
1306-P3,16,331.57,65.11,9.09
1306-P3,17,260.6,56.36,8.35
1306-P3,18,219.05,53.01,7.96
1306-P3,19,209.49,50.42,7.07
1306-P3,20,147.15,44.93,5.2
1307-P1,8,325.28,61.98,8.28
1307-P1,9,414.01,65.97,10.53
1307-P1,10,405.04,55.7,9.54
1307-P1,11,498.92,68.79,11.4
1307-P1,12,494.77,69.29,11.08
1307-P1,13,495.96,66.22,11.61
1307-P1,14,473.9,65.37,11.16
1307-P1,15,424.95,58.78,11.61
1307-P1,16,376.28,54.97,11.94
1307-P1,17,282.21,49.03,8.71
1307-P1,18,222.53,42.45,8.61
1307-P1,19,103.04,30.84,4.45
1307-P2,9,381.94,66.92,8.17
1307-P2,10,425,71.31,10.22
1307-P2,11,448.31,70.08,9.83
1307-P2,12,466.2,67.56,10.78
1307-P2,13,458.51,66.49,10.83
1307-P2,14,404.4,60.38,11.57
1307-P2,15,330.46,51.6,11.5
1307-P2,16,303.34,49.53,10.57
1307-P2,17,235.22,44.25,8.67
1307-P2,18,148.8,38.72,5.98
1307-P2,19,84.93,29.43,3.75
1307-P3,8,292.25,56.32,8.28
1307-P3,9,387.01,62.4,9.34
1307-P3,10,436.94,67.7,10.54
1307-P3,11,462,66.69,11.36
1307-P3,12,466.79,65.86,12.22
1307-P3,13,469.59,64.73,11.78
1307-P3,14,431.1,60.15,11.53
1307-P3,15,372.69,57.23,11.85
1307-P3,16,349.01,54.4,11.41
1307-P3,17,288.37,49.07,8.59
1307-P3,18,214.95,42.11,7.98
1307-P3,19,141.53,37.34,5.75
1307-P3,20,69.22,25.55,3.51
1305-P1,9,386.71,63.99,8.58
1305-P1,10,428.19,67.14,9.14
1305-P1,11,414.57,64.16,9.58
1305-P1,12,370.86,60.26,9.25
1305-P1,13,321.02,54.71,8.73
1305-P1,14,285.58,50.05,8.05
1305-P1,15,238.85,46.45,7.28
1305-P1,16,172.78,41.15,5.86
1305-P1,17,91.9,29.8,4.37
1305-P2,9,329.89,62.41,7.6
1305-P2,10,388.26,64.45,8.73
1305-P2,11,394.98,67.47,8.44
1305-P2,12,379.78,67.75,8.19
1305-P2,13,334.32,58.23,8.52
1305-P2,14,279.87,50.69,8.02
1305-P2,15,240.08,47.88,7.36
1305-P2,16,186.02,41.28,6.31
1305-P2,17,124.59,35.72,4.66
1305-P3,9,365.35,65.14,7.9
1305-P3,10,392.03,65.97,8.17
1305-P3,11,382.41,63.92,8.69
1305-P3,12,360.42,60.63,9.13
1305-P3,13,304.37,54.36,8.27
1305-P3,14,258.05,48.61,7.64
1305-P3,15,214.44,44.16,6.91
1305-P3,16,156.02,39.65,5.23
1305-P3,17,82.84,27.82,4.14
1345-P1,9,290.16,50.3,9.13
1345-P1,10,327.06,53.87,9.71
1345-P1,11,392.34,56.85,11.09
1345-P1,12,433.32,56.63,20.71
1345-P1,13,419.13,51.3,13.06
1345-P1,14,490.39,57.64,13.14
1345-P1,15,505.65,57.88,13.51
1345-P1,16,492.26,58.22,13.82
1345-P1,17,461.85,56.79,13.01
1345-P1,18,422.37,53.63,12.41
1345-P1,19,382.9,51.69,11.53
1345-P1,20,309.8,46.56,10.22
1345-P1,21,250.55,41.15,9.37
1345-P1,22,182.37,34.21,7.95
1345-P2,9,238.4,50.78,6.95
1345-P2,10,297.69,56.64,8.21
1345-P2,11,415.98,65.79,9.41
1345-P2,12,495.59,69.89,10.53
1345-P2,13,578.72,73.28,12.79
1345-P2,14,591.35,73.56,11.95
1345-P2,15,555.99,70.45,11.76
1345-P2,16,512.92,64.15,11.9
1345-P2,17,448.43,60,11.21
1345-P2,18,395.93,57.19,10.88
1345-P2,19,314.05,48.82,9.93
1345-P2,20,234.51,42.95,8.32
1345-P2,21,129.78,33.35,5.98
1345-P3,9,254.84,53.01,7.2
1345-P3,10,330.69,58.41,8.43
1345-P3,11,412,61.89,10.32
1345-P3,12,522.76,69.06,11.96
1345-P3,13,575.75,72.07,12.01
1345-P3,14,640.29,74.14,12.4
1345-P3,15,653.17,73.29,13.14
1345-P3,16,620.99,69.12,14.05
1345-P3,17,572.74,64.73,13.61
1345-P3,18,529.63,61.47,13.14
1345-P3,19,481.79,58.26,12.64
1345-P3,20,396.77,53.12,11.53
1345-P3,21,310.78,48.53,9.59
1345-P3,22,215.92,40.44,8.03
1347-P1,8,351.13,68.6,8.59
1347-P1,9,475.62,76.77,10.13
1347-P1,10,570.65,84.01,10.86
1347-P1,11,649.39,90.64,11.99
1347-P1,12,685.08,92.14,11.48
1347-P1,13,656.94,90.12,11.52
1347-P1,14,616.19,84.41,11.73
1347-P1,15,597.53,84.92,10.41
1347-P1,16,550.29,82.28,10.68
1347-P1,17,489.75,74.78,9.29
1347-P1,18,418.89,76.17,8.63
1347-P1,19,322.52,65.04,7.04
1347-P3,9,459.58,79.04,9.45
1347-P3,10,501.28,75.96,9.99
1347-P3,14,466.24,76.7,9.08
1347-P3,15,500.2,76.44,10.25
1347-P3,16,472.45,75.19,8.72
1347-P3,17,421.57,73.98,8.15
1347-P3,18,380.51,69.11,7.99
1347-P3,19,322.11,65.67,7.07
1347-P3,20,191.04,51.88,5.29
1348-P1,10,409.53,65.31,8.8
1348-P1,11,444.11,64.17,10.83
1348-P1,12,539.24,69.39,11.23
1348-P1,13,604.08,72.98,11.47
1348-P1,14,656.26,72.8,12.45
1348-P1,15,679.57,73.27,12.46
1348-P1,16,671.08,74.07,13.24
1348-P1,17,641.72,71.42,13.1
1348-P1,18,637.5,72.86,13.09
1348-P1,19,547.54,65.72,12.24
1348-P1,20,529.28,65.77,11.99
1348-P1,21,446.89,58.68,11.9
1348-P1,22,283.35,47.82,9.21
1348-P2,9,280.74,54.79,7.65
1348-P2,10,349.84,58.1,8.83
1348-P2,11,446.73,66.5,9.71
1348-P2,12,530.22,71.26,10.77
1348-P2,13,499.51,67.59,10.72
1348-P2,14,653.77,78.64,11.67
1348-P2,15,676.5,79.26,12.69
1348-P2,16,667.97,77.86,12.76
1348-P2,17,629.63,74.54,12.93
1348-P2,18,624.76,74.6,11.96
1348-P2,19,500.61,66.19,11.44
1348-P2,20,503.15,67.77,11.7
1348-P2,21,399.44,58.96,10.57
1348-P2,22,277.46,50.42,8.63
1348-P2,23,52.14,25.07,3.39
1348-P3,10,351.45,59.66,7.85
1348-P3,11,432.05,65.26,9.29
1348-P3,13,588.8,76.32,10.68
1348-P3,14,645.92,77.6,11.21
1348-P3,15,654.3,79.05,11.31
1348-P3,16,662.83,78.46,12.43
1348-P3,17,674.41,74.86,12.76
1348-P3,18,637.78,71.81,12.36
1348-P3,19,567.31,66.49,11.7
1348-P3,20,508.33,64.82,11.36
1348-P3,21,402.12,55.69,10.62
1348-P3,22,312.19,50.81,9.13
1348-P3,23,108.57,26.23,5.71
1354-P1,7,314.5,62.25,6.9
1354-P1,8,455.74,69.84,8.75
1354-P1,9,590.86,79.38,10.03
1354-P1,10,630.49,78.95,11.46
1354-P1,11,656.58,78.46,11.74
1354-P1,12,617.35,70.96,12.41
1354-P1,13,535.52,63.83,11.75
1354-P1,14,456.76,54.89,11.38
1354-P1,15,380.54,53.24,9.76
1354-P1,16,207.24,39.5,7.02
1354-P2,9,396.36,67.7,8.64
1354-P2,10,461.49,67.19,9.29
1354-P2,11,648.34,82.13,10.51
1354-P2,12,720.32,81.5,12.33
1354-P2,13,711.23,80.65,12.31
1354-P2,14,679.44,77.72,12.53
1354-P2,15,593.12,67.18,12.26
1354-P2,16,483.06,60.57,11.01
1354-P2,17,353.21,52.68,8.89
1354-P2,18,137.34,36.03,5.66
1354-P3,8,404.14,67.24,8.39
1354-P3,9,526.24,78.83,8.94
1354-P3,10,632.69,83.39,10.57
1354-P3,11,688.95,83.44,11.29
1354-P3,12,643.36,74.44,12.02
1354-P3,13,605.25,70.91,12.01
1354-P3,14,554.03,64.91,12.28
1354-P3,15,437.24,58.48,10.01
1354-P3,16,305.74,50.61,8.31
1354-P3,17,99.17,29.04,5.12
1346-P1,10,424.19,76.1,7.53
1346-P1,11,523.53,82.61,8.28
1346-P1,12,545.56,88.13,8.48
1346-P1,13,558.63,87,9.54
1346-P1,14,509.8,82.86,9.55
1346-P1,15,525.46,74.51,10.5
1346-P1,16,449.21,68.32,10.22
1346-P1,17,423.65,61.76,10.68
1346-P1,18,358.72,55.38,9.42
1346-P1,19,301.24,48.19,8.64
1346-P1,20,176.39,36.72,6.93
1346-P1,21,73.07,20,5.22
1346-P2,10,508.19,79.16,9.02
1346-P2,11,587.57,82.92,9.92
1346-P2,12,605.48,84.05,10.57
1346-P2,13,634.12,83.69,11.22
1346-P2,14,607.12,82.05,11.4
1346-P2,15,585.81,75.48,11.73
1346-P2,16,544.73,69.66,12.34
1346-P2,17,486.05,63.73,12.1
1346-P2,18,412.28,55.98,10.74
1346-P2,19,327.64,48.28,10.25
1346-P2,20,202.26,40.42,8.06
1346-P2,21,146.75,31.66,7.32
1344-P1,10,298.06,60.7,7.02
1344-P1,11,386.19,70.02,7.81
1344-P1,12,448.08,76.54,8.18
1344-P1,13,506.36,81.92,8.53
1344-P1,14,499.39,79.99,8.6
1344-P1,15,552,81.8,9.22
1344-P1,16,547.33,78.31,9.33
1344-P1,17,519.45,77.18,9.35
1344-P1,18,475.97,72.32,8.76
1344-P1,19,455.07,71.15,8.83
1344-P1,20,385.7,67.45,8.19
1344-P1,21,266.04,53.69,7.49
1344-P1,22,168.05,37.94,5.79
1344-P2,8,267.12,54.68,6.99
1344-P2,9,357.67,61.24,7.4
1344-P2,10,445.77,68.27,8.24
1344-P2,11,514.08,75.93,9.13
1344-P2,12,568.3,83.92,9.34
1344-P2,13,609.06,81.59,9.34
1344-P2,14,603.84,86.34,9.1
1344-P2,15,558.13,79.83,9.12
1344-P2,16,536.91,80.31,9.34
1344-P2,17,497.68,73.39,9.13
1344-P2,18,455.95,71.84,8.89
1344-P2,19,378.43,65.1,8.36
1344-P2,20,302.4,56.35,7.63
1344-P2,21,172.49,44.76,5.71
1344-P2,22,55.97,21.02,3.68
1344-P3,9,366.26,61.3,7.4
1344-P3,10,468.96,72.85,8.39
1344-P3,11,551.78,83.59,9.26
1344-P3,12,582.51,85.59,9.66
1344-P3,13,628.6,89.2,9.93
1344-P3,14,605.63,86.09,9.58
1344-P3,15,570.83,82.7,9.51
1344-P3,16,516.71,75.99,9.41
1344-P3,17,424.54,67.53,9.17
1344-P3,18,415.03,66.23,9.04
1344-P3,19,358.85,63.24,8.3
1344-P3,20,266.68,51.45,7.26
1344-P3,21,153.29,43.83,5.3
1350-P1,9,432.97,71.01,8.18
1350-P1,10,479.81,67.26,9.39
1350-P1,11,460.39,63.95,9.46
1350-P1,12,419.15,59.62,9.26
1350-P1,13,377.57,53.35,8.96
1350-P1,14,404.58,56.74,9.23
1350-P1,15,397.76,57.71,9.18
1350-P1,16,302.46,55.01,7.37
1350-P1,17,205.81,48.04,6.6
1350-P1,18,75.77,38.18,2.86
1350-P2,8,312.57,64.51,6.52
1350-P2,9,440.04,75.65,7.81
1350-P2,10,580.04,87.41,8.76
1350-P2,11,601.48,80.49,10.82
1350-P2,12,728.35,90.17,11.36
1350-P2,13,652.84,80.9,11.58
1350-P2,14,666.25,84.65,11.34
1350-P2,15,568.64,77.46,10.76
1350-P2,16,518.55,71.53,10.22
1350-P2,17,435.75,64.95,10.1
1350-P2,18,292.53,55.94,7.73
1350-P2,19,124.45,37.31,4.92
1350-P3,8,392.03,71.37,7.15
1350-P3,9,519.67,78.25,8.53
1350-P3,10,615.65,89.45,9.58
1350-P3,11,739.87,91.89,11.33
1350-P3,12,748.4,94.08,11.23
1350-P3,13,703.85,86.89,11.17
1350-P3,14,597.12,79.42,10.75
1350-P3,15,546.83,71.31,10.62
1350-P3,16,438.19,66.87,9.85
1350-P3,17,333.98,58.58,7.77
1350-P3,18,215.06,46.21,6.93
1350-P3,19,98.34,30.47,5.2
1351-P1,9,262.13,60.17,6.33
1351-P1,10,419.5,75.39,7.74
1351-P1,11,529.37,85.19,8.84
1351-P1,12,590.5,90.94,8.94
1351-P1,13,622.95,92.81,9.58
1351-P1,14,595.58,88.64,9.76
1351-P1,15,549.49,78.97,9.8
1351-P1,16,464.17,73.16,8.6
1351-P1,17,362.74,68.11,7.68
1351-P1,18,320.19,61.61,6.79
1351-P1,19,189.84,50.51,5.08
1351-P2,10,396.59,68.64,8.34
1351-P2,11,529.15,77.93,9.47
1351-P2,12,615.31,84.36,10.16
1351-P2,13,641.73,86.7,10.22
1351-P2,14,613.41,85.55,10.7
1351-P2,15,601.67,82.09,11.13
1351-P2,16,556.72,78.51,10.22
1351-P2,17,390.08,71.91,8.31
1351-P2,18,386.95,64.82,8.38
1351-P2,19,270.55,58.06,7.28
1351-P2,20,152.45,42.08,5.21
1351-P3,9,371.31,68.3,7.45
1351-P3,10,487.3,69.5,9.3
1351-P3,11,595.27,85.12,10.7
1351-P3,12,639.16,86.56,10.8
1351-P3,13,655.21,88.12,10.92
1351-P3,14,653.04,85.16,11.15
1351-P3,15,574.73,81.87,10.13
1351-P3,16,540.73,81.58,9.23
1351-P3,17,445.83,74.35,9.13
1351-P3,18,263.64,58.83,8.18
1351-P3,19,48.32,28.03,2.74
1356-P1,10,377.81,62.2,7.89
1356-P1,11,484.87,72.1,9.26
1356-P1,12,525.04,76.15,9.62
1356-P1,13,528.55,76.01,9.92
1356-P1,14,469.06,70.42,9.22
1356-P1,15,404.31,63.75,8.86
1356-P1,16,353.28,58.55,8.21
1356-P1,17,266.89,51.94,7.2
1356-P1,18,215.75,46.63,6.69
1356-P1,19,115.23,33.28,5.71
1356-P2,12,510.45,79.04,8.89
1356-P2,13,552.47,79.51,9.83
1356-P2,14,525.05,75.03,9.49
1356-P2,15,503.72,73.58,9.22
1356-P2,16,429.29,67.55,8.67
1356-P2,17,369.37,62.55,8.31
1356-P2,18,282.22,55.35,7.24
1356-P2,19,149.93,40.59,5.65
1356-P3,11,427.89,66.03,8.94
1356-P3,12,499.71,72.19,9.46
1356-P3,13,500.29,70.88,10
1356-P3,14,506.59,71.94,9.71
1356-P3,15,470.54,68.37,9.41
1356-P3,16,399.96,64.93,8.68
1356-P3,17,351.95,58.56,8.1
1356-P3,18,272.74,53.03,7.41
1356-P3,19,148.24,39.52,5.88
1365-P1,12,478.78,67.86,10.45
1365-P1,13,571.77,71.75,11.15
1365-P1,14,597.42,73.55,11.44
1365-P1,15,591.56,74.94,11
1365-P1,16,559.98,73.5,11
1365-P1,17,496.47,70.93,9.88
1365-P1,18,438.9,64.55,9.84
1365-P1,19,335.22,59.08,8.23
1365-P1,20,177.73,43.46,6.38
1365-P2,12,418.92,67.08,9.41
1365-P2,13,504.45,73.84,10.08
1365-P2,14,503.47,71.7,9.55
1365-P2,15,470.01,68.32,9.1
1365-P2,16,429.28,65.36,9.06
1365-P2,17,369.31,60.9,8.35
1365-P2,18,307.88,55.1,7.85
1365-P2,19,223.99,48.25,6.98
1365-P2,20,111.46,32.44,5.34
1365-P3,11,403.25,65.99,9.56
1365-P3,12,489.06,69.04,10.49
1365-P3,13,574.57,73.58,11.73
1365-P3,14,601.84,74.08,11.74
1365-P3,15,566.67,69.75,11.48
1365-P3,16,553.79,69.9,11.27
1365-P3,17,492.06,67.48,10.51
1365-P3,18,420.3,63.09,9.58
1365-P3,19,317.31,55.8,8.05
1365-P3,20,169.45,39.54,6.61
1368-P1,10,481.11,74.66,8.85
1368-P1,11,607.04,89.06,9.3
1368-P1,12,657.56,90.49,9.88
1368-P1,13,670.15,89.79,11
1368-P1,14,653.31,88.22,10.55
1368-P1,15,601.89,83.23,10.14
1368-P1,16,513.13,73.54,9.27
1368-P1,17,420.81,67.95,8.6
1368-P1,18,320.78,59.95,7.39
1368-P1,19,230.77,48.37,6.69
1368-P1,20,86.94,30.45,4.39
1368-P2,9,350.29,66.09,7.08
1368-P2,10,480.49,76.63,8.19
1368-P2,11,580.09,79.81,9.6
1368-P2,12,625.33,87.57,9.72
1368-P2,13,632.18,87.78,10.28
1368-P2,14,583.11,81.9,10.37
1368-P2,15,524.71,74.08,9.82
1368-P2,16,395.9,68.24,8.12
1368-P2,17,345.52,60.9,7.66
1368-P2,18,253.4,49.44,7
1368-P2,19,128.94,36.82,5.33
1368-P3,10,423.6,75.03,7.69
1368-P3,11,497.81,82.28,7.98
