id,BLUE_7_2,GREEN_7_2,NIR_7_2,RED_7_2,REDEDGE_7_2,BLUE_7_15,GREEN_7_15,NIR_7_15,RED_7_15,REDEDGE_7_15,BLUE_7_28,GREEN_7_28,NIR_7_28,RED_7_28,REDEDGE_7_28,BLUE_8_12,GREEN_8_12,NIR_8_12,RED_8_12,REDEDGE_8_12,BLUE_9_2,GREEN_9_2,NIR_9_2,RED_9_2,REDEDGE_9_2,BLUE_9_11,GREEN_9_11,NIR_9_11,RED_9_11,REDEDGE_9_11,COUNT_7_2,AREA_7_2,COUNT_7_15,AREA_7_15,COUNT_7_28,AREA_7_28,COUNT_8_12,AREA_8_12,COUNT_9_2,AREA_9_2,COUNT_9_11,AREA_9_11
MIH119_fill-1-15,0.0563806936837431,0.100988322612947,0.327022517191067,0.101736867534936,0.185840516506646,0.0248072631900517,0.0597796684390033,0.388437738076323,0.0351934419346503,0.119522480958158,0.0154875912804854,0.0402576510784793,0.421275787195444,0.0191124161338002,0.0874964483192783,0.021696497754622,0.0579621137587698,0.514855452383299,0.0334599888625321,0.12437948473151,0.0194025584409194,0.0531307071412427,0.453825324807471,0.0284968886964838,0.113469317173973,0.0268270618467153,0.0691503050102505,0.46229341889129,0.0390993002719958,0.134042114530708,2372,48.3694444799019,4056,80.866256639864,4046,82.8639901162193,4220,83.9811434776596,4424,83.3252330620834,4080,82.8146196716759
MIH119_fill-1-16,0.0567253345364298,0.102008039739554,0.325278531355873,0.102873184907565,0.18774674346259,0.0240469873946413,0.0585053622729945,0.397215844192387,0.0335151206586265,0.118019857531695,0.0153576308876249,0.0390088816875871,0.419090803124981,0.0188789993664135,0.0846055416623702,0.0220639535869438,0.0575963603909194,0.515531563544595,0.034221984127781,0.122857415054553,0.0197701766321027,0.0526577213488804,0.449693446642294,0.0286348098728893,0.112097595117058,0.0269636795844645,0.0674134147736956,0.451115512446153,0.0400219390864995,0.130195406985962,2277,46.4322196799058,4072,81.1852556798635,4070,83.355521446617,4006,79.7223840690769,4421,83.2687286092836,4080,82.8146196716759
MIH119_fill-1-17,0.0547505149855591,0.100612796354901,0.329736061943733,0.0987017788146373,0.186459899969603,0.0235920807947512,0.0580071330522985,0.41106219873778,0.0325181726410556,0.118237668341537,0.0154249278177899,0.0391452077052845,0.441978373206298,0.0189003325149556,0.0861614055887784,0.0195581282324069,0.0518375454881749,0.523365835815563,0.0293799374989259,0.112964041590902,0.0195431034083841,0.0516586766551949,0.477827517966093,0.028626639004481,0.111975853118183,0.0255364757496864,0.0651777486965133,0.480942268581951,0.0371233336166387,0.128275929392297,2671,54.4666046398895,4207,83.876810079859,4084,83.6422480560157,4235,84.2796546511584,4425,83.3440678796834,4080,82.8146196716759
MIH119_fill-1-18,0.0560546834603032,0.10094883386636,0.323063773368696,0.10188631339045,0.185831610729118,0.0278259477242791,0.0644517414802437,0.386401807213189,0.0422347175859239,0.126689016526062,0.016503952198851,0.0414441742209164,0.420663986629696,0.0217396179898413,0.0901234973584236,0.0193704363235441,0.0511432037205109,0.501958101760014,0.0291317241311757,0.111879011851945,0.0200526920765637,0.0526626300946907,0.459860893659982,0.0289620711706316,0.113397325043143,0.0252650814099942,0.064149239188617,0.45592617926301,0.0367040043230986,0.126549990406518,2051,41.8236638399151,4044,80.6270073598645,4083,83.6217675839158,4186,83.3045181510623,4372,82.3458225468871,4091,83.037894381575
MIH119_fill-1-19,0.055461416644223,0.0984478671407885,0.327569054822227,0.101055579341522,0.181822656882732,0.0249895802171302,0.0587546693249195,0.378459322538221,0.0362904479567393,0.116427219298687,0.0146672069966408,0.0372779591206553,0.400326064757468,0.0182831861140782,0.0813185616227347,0.0193705327984653,0.0501688206283464,0.50689998811841,0.0292500351883165,0.109839786859112,0.0188028320453068,0.0490034266126819,0.444017988750827,0.027593006441119,0.105333310810089,0.0247213342732901,0.0621293075441425,0.450225793070925,0.036302999635096,0.123176334629054,2376,48.4510118399017,4209,83.9166849598589,4083,83.6217675839158,4217,83.9214412429598,4488,84.5306613884788,4124,83.7077185112724
MIH119_fill-1-20,0.0540433883680249,0.0981217360143878,0.334015195946676,0.0987826434968311,0.182436858968697,0.0232810764453315,0.0555857252472046,0.400346630080167,0.0323704309782893,0.111865653694709,0.014648449176657,0.0365742107018078,0.414621016269673,0.0177626348189845,0.0797221169159439,0.0189931268720486,0.0485655066086445,0.516641095758112,0.027989847614955,0.106368880127461,0.018275987622736,0.0478524735265234,0.453074231753984,0.0265314280179428,0.101753971947779,0.0250160718980773,0.0616346661436809,0.458864025674671,0.0363465723532241,0.122371250434094,2810,57.3010703998837,4184,83.4182489598598,4070,83.355521446617,4182,83.2249151714627,4395,82.7790233516855,4150,84.2354587346703
MIH119_fill-1-21,0.0553021655735111,0.10070520246313,0.337038679987584,0.101712055242084,0.186561486137038,0.0227808727772853,0.0573251045856067,0.422055695597356,0.0306703429243676,0.116858461189654,0.014881041740148,0.0382346933347395,0.431455852680514,0.0178158667114963,0.0834751480030598,0.0200988399026327,0.0524443324656191,0.535483795793379,0.029808498886045,0.115135899805252,0.0200749577625709,0.0541680624886685,0.494967445132306,0.0291587492935343,0.114346184632705,0.0260192910693043,0.0659135339808768,0.479763459132134,0.0376562190816277,0.131818161404791,2969,60.5433729598772,4159,82.9198129598606,4049,82.925431532519,4153,82.647793569365,4454,83.8902775900813,4120,83.6265277076727
MIH119_fill-1-22,0.0537702318065371,0.0980348929782662,0.343432440600563,0.0987149809530834,0.183798194937544,0.0229455321308555,0.0580777387262334,0.413444489846759,0.0315470313064073,0.118124476960062,0.0141611285224763,0.0375753358201068,0.41766913951724,0.0170934614779464,0.0822208256512019,0.0201533979708857,0.0529309369773097,0.521488811697837,0.0300603017026155,0.115751076650618,0.0199116243777157,0.0556284374849801,0.49414650726617,0.0295621218814306,0.117435783353792,0.0262184038123686,0.0681482264231931,0.465210838742813,0.0389730779027435,0.136084509117168,3007,61.3182628798756,4204,83.8169977598591,4049,82.925431532519,4213,83.8418382633602,4431,83.4570767852829,4121,83.6468254085726
MIH119_fill-1-23,0.0556785082721307,0.101304227294453,0.344622480643768,0.103135645488675,0.189681512402125,0.0233771356493832,0.0598971180598789,0.402694592137798,0.0332600857193905,0.121893289612428,0.0137179360755588,0.0374007148813418,0.407639538243508,0.0167658487113321,0.0823055061065446,0.0200007811737957,0.0534242911604113,0.51103492162142,0.0303811451238533,0.117015820140293,0.0198041694717143,0.0571083111315966,0.495678703229536,0.029830340678719,0.122002627957104,0.0255053554555329,0.0682631608831145,0.447731831177924,0.0389566375222961,0.137308511631654,2894,59.0139849598803,4113,82.0026907198621,4078,83.5193652234163,4122,82.0308704774675,4400,82.8731974396851,4120,83.6265277076727
MIH119_fill-1-24,0.0543989547541994,0.100829223242467,0.347403415354459,0.100454388099126,0.189666625359607,0.0224381992393505,0.0571778327481625,0.414385111344591,0.0301632340519913,0.117468457977313,0.0141805124700791,0.0367083512543354,0.410250014651055,0.0172030329805863,0.0797171434451479,0.0195398669822218,0.0506475992383845,0.510965245552774,0.0291001623505645,0.110253181588982,0.0200661240609544,0.0549030637058399,0.507212606083857,0.0304363817514495,0.119311501725916,0.025435637959145,0.0659307324271463,0.456726414657441,0.0388187355285385,0.132492984436015,2862,58.3614460798816,4193,83.5976859198595,4080,83.5603261676161,4237,84.3194561409582,4432,83.4759116028828,4103,83.2814667923741
MIH119_fill-1-25,0.0529284044727295,0.0999727493108645,0.349212921925373,0.0976066218600387,0.189203199342302,0.0219686068892712,0.0568386238156249,0.421322629153513,0.0292869122324849,0.117588407763897,0.0141000380483912,0.0373372909400667,0.421374902165696,0.0170777714285114,0.081126364921311,0.0190082847029836,0.0497377200617094,0.521030241071064,0.0279290586273544,0.108891994425974,0.0202167261480991,0.0547296298660557,0.528576010052514,0.0303374132520891,0.121549590160467,0.0242747874295778,0.0629483575420249,0.473776249588266,0.0362852269364726,0.128464063927933,2877,58.667323679881,4153,82.8001883198608,4080,83.5603261676161,4174,83.0657092122633,4379,82.4776662700866,4082,82.8552150734757
MIH119_fill-1-26,0.0553828879477045,0.103305037305887,0.353239956399617,0.103094370880088,0.195272871744387,0.0225282173383856,0.059631902369356,0.419599303732285,0.03104230475281,0.122165647822848,0.0143479527906725,0.0395876395497836,0.427428101054301,0.0174740374291443,0.0859052983523511,0.0190460050756143,0.0528976721969318,0.522358358555907,0.028369824621792,0.116611469460237,0.0207773223833989,0.0609794022963215,0.528183164864273,0.0319452819509563,0.135976667537534,0.0251796661644505,0.0706343420940091,0.464814001804798,0.038932211940332,0.142954587485402,2813,57.3622459198836,4201,83.7571854398592,4080,83.5603261676161,4221,84.0010442225595,4484,84.4553221180791,4097,83.1596805869745
MIH119_fill-1-27,0.056207340986416,0.103734945172209,0.353008802531758,0.105706213253931,0.195356229859895,0.0223868361357344,0.0596500975156967,0.416922091870047,0.0308595995387434,0.121883878912786,0.0138738353997093,0.0388290617860709,0.424225475832567,0.0170413943547632,0.0846909581899731,0.0191297031941486,0.0534773580301254,0.50567026769649,0.0292266424630553,0.117440956097888,0.0207746526233171,0.0622701012131262,0.516691790503542,0.0327764719008286,0.139433884259478,0.0267821750256582,0.074980262143894,0.446915279556732,0.0440182572051963,0.150513989035234,2999,61.1551281598759,4226,84.2556214398584,4063,83.2121581419177,4171,83.0060069775635,4402,82.910867074885,4106,83.3423598950738
